run_id,setting_id,axis,budget_factor,scenario_count,screen_k,survivability_action_scale,method,method_role,seed_index,optimizer_seed,bounds_sha256,feasible_front_size,clipped_low_component_count,clipped_high_component_count,clipped_component_count,clipped_point_count,hv_clipped_ref_1p1,hv_unclipped_ref_1p1,hv_clipped_ref_1p2,runtime_s,run_status
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,12,405654,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2813238816,0.2813238816,0.5921474929,0.081435,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,13,413573,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2796352191,0.2796352191,0.5902330843,0.078781,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,14,421492,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2669131396,0.2669131396,0.5741476555,0.080265,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,15,429411,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,1,0,1,1,0.2678678656,0.2682475353,0.5742367381,0.080963,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,16,437330,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2784321791,0.2784321791,0.5848794044,0.081578,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,17,445249,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2658066229,0.2658066229,0.5642404469,0.081562,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,18,453168,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2712405226,0.2712405226,0.5802099824,0.080406,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,19,461087,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2722574271,0.2722574271,0.5738593570,0.081086,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,20,469006,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2728430467,0.2728430467,0.5773186669,0.079671,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,21,476925,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2635870920,0.2635870920,0.5565569412,0.081912,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,22,484844,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2496802474,0.2496802474,0.5374701468,0.080091,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,23,492763,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2633592617,0.2633592617,0.5619521098,0.080043,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,24,500682,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2777604273,0.2777604273,0.5884228445,0.078952,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,25,508601,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2729554283,0.2729554283,0.5800541454,0.080269,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,26,516520,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2792818842,0.2792818842,0.5903558167,0.079342,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,27,524439,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2642573511,0.2642573511,0.5686887280,0.079386,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,28,532358,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2834558035,0.2834558035,0.5949355105,0.081035,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,SHIELD-MOEA,proposed,29,540277,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2707700468,0.2707700468,0.5787179567,0.079780,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,0,313365,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2615288372,0.2615288372,0.5651624467,0.158836,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,1,321284,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2689448779,0.2689448779,0.5766140839,0.114498,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,2,329203,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2489070103,0.2489070103,0.5406069448,0.112960,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,3,337122,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2703136267,0.2703136267,0.5787165606,0.114208,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,4,345041,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2410905787,0.2410905787,0.5147745059,0.114420,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,5,352960,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2687349111,0.2687349111,0.5739554758,0.114480,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,6,360879,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2598083522,0.2598083522,0.5623648162,0.120449,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,7,368798,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2674959873,0.2674959873,0.5745744565,0.114896,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,8,376717,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2539001310,0.2539001310,0.5537531510,0.115101,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,9,384636,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2498049026,0.2498049026,0.5484891863,0.115264,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,10,392555,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2562921053,0.2562921053,0.5535326011,0.119595,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,11,400474,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2589115901,0.2589115901,0.5595774230,0.117223,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,12,408393,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2547743323,0.2547743323,0.5438239972,0.114817,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,13,416312,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2502273230,0.2502273230,0.5404477317,0.115151,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,14,424231,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2515354015,0.2515354015,0.5463887134,0.116612,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,15,432150,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2540235489,0.2540235489,0.5544881690,0.119684,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,16,440069,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2671667202,0.2671667202,0.5688751988,0.114613,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,17,447988,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2416432478,0.2416432478,0.5187613001,0.117595,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,18,455907,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2677630619,0.2677630619,0.5745173333,0.115236,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,19,463826,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2525672805,0.2525672805,0.5526245736,0.119035,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,20,471745,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2589563088,0.2589563088,0.5572517120,0.110916,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,21,479664,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2493445693,0.2493445693,0.5435541502,0.114666,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,22,487583,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2721062386,0.2721062386,0.5796052835,0.113935,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,23,495502,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,1,0,1,1,0.2722211003,0.2738072856,0.5815323299,0.114164,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,24,503421,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2523784969,0.2523784969,0.5451279463,0.115507,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,25,511340,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2350009496,0.2350009496,0.5168314552,0.112659,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,26,519259,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2592628861,0.2592628861,0.5518339823,0.114837,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,27,527178,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2586032133,0.2586032133,0.5587091692,0.114399,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,28,535097,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2575478529,0.2575478529,0.5552135544,0.102824,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,NSGA-II+Repair,baseline,29,543016,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2565894921,0.2565894921,0.5512178099,0.098192,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,0,311008,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2645566522,0.2645566522,0.5663461780,0.069473,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,1,318927,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2616050320,0.2616050320,0.5649765839,0.066656,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,2,326846,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2768946970,0.2768946970,0.5879260470,0.067033,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,3,334765,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2748525674,0.2748525674,0.5828790328,0.066231,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,4,342684,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2765695141,0.2765695141,0.5832357381,0.066884,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,5,350603,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2486682067,0.2486682067,0.5316427989,0.070868,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,6,358522,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2813172714,0.2813172714,0.5919756422,0.069415,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,7,366441,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2585005212,0.2585005212,0.5568906761,0.067108,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,8,374360,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2724738052,0.2724738052,0.5794384777,0.066105,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,9,382279,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2734623258,0.2734623258,0.5822945014,0.065884,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,10,390198,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2783517823,0.2783517823,0.5874650031,0.066343,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,11,398117,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2735901577,0.2735901577,0.5785641102,0.070255,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,12,406036,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2764961082,0.2764961082,0.5874259998,0.065557,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,13,413955,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2447846782,0.2447846782,0.5226162691,0.066399,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,14,421874,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2705026412,0.2705026412,0.5721524755,0.065991,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,15,429793,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2776674581,0.2776674581,0.5866009180,0.066710,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,16,437712,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2552604766,0.2552604766,0.5411137559,0.067436,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,17,445631,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2731499813,0.2731499813,0.5810243921,0.067825,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,18,453550,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2676322650,0.2676322650,0.5667774989,0.066470,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,19,461469,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2803668451,0.2803668451,0.5907740964,0.067392,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,20,469388,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2697361975,0.2697361975,0.5733609615,0.065552,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,21,477307,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2743741375,0.2743741375,0.5802670716,0.065766,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,22,485226,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2631329466,0.2631329466,0.5663158962,0.070597,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,23,493145,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2443372568,0.2443372568,0.5230507603,0.066285,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,24,501064,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2776568407,0.2776568407,0.5877808932,0.066930,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,25,508983,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2684148788,0.2684148788,0.5687594193,0.065886,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,26,516902,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2748760723,0.2748760723,0.5832879943,0.066054,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,27,524821,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2771415200,0.2771415200,0.5864112961,0.066140,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,28,532740,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,40,0,0,0,0,0.2697427392,0.2697427392,0.5766262338,0.071555,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-GAOnly,mechanism_control,29,540659,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2726076661,0.2726076661,0.5816734547,0.067718,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,0,310114,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2546380404,0.2546380404,0.5460445861,0.095590,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,1,318033,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,1,0,1,1,0.2745358296,0.2749154992,0.5837911614,0.096969,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,2,325952,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,1,0,1,1,0.2725073387,0.2740935240,0.5807797077,0.094167,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,3,333871,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2769492816,0.2769492816,0.5849649643,0.093467,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,4,341790,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2818462628,0.2818462628,0.5932894668,0.096798,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,5,349709,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,1,0,1,1,0.2809622793,0.2825484646,0.5927765643,0.094894,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,6,357628,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2882066616,0.2882066616,0.6032263595,0.094197,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,7,365547,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2843094322,0.2843094322,0.5972944053,0.096518,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,8,373466,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,1,0,1,1,0.2704267908,0.2720129761,0.5786365044,0.096450,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,9,381385,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2695503535,0.2695503535,0.5752916998,0.098753,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,10,389304,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,38,0,0,0,0,0.2662438606,0.2662438606,0.5646825355,0.093185,complete
p4_s3_boundary_20260813,reference,reference,1.0,16,4,1.0,Control-DEOnly,mechanism_control,11,397223,1dd81ef46166924c72c81c97c3af136e2a560f6dca5f0c941a646724d7345ad0,39,0,0,0,0,0.2742034604,0.2742034604,0.5823707009,0.095025,complete
