dataset,horizon_positions,rolling_origin,rolling_origin_index,method,method_role,seed,epochs_completed,best_epoch,best_validation_mse,optimizer_steps,parameter_count,fit_unique_origins,validation_unique_origins,test_unique_origins,test_target_count,mape,wape,mae,rmse,smape,runtime_s
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Poincare-Shared,proposed,23,8,8,0.0691018477,224,29815,9244,1632,672,4032,0.0365996392,0.0386418102,1272.5805162702,2245.1921729706,0.0366712194,1.7374
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Poincare-Shared,proposed,47,8,8,0.0741356090,224,29815,9244,1632,672,4032,0.0379655848,0.0404209101,1331.1711420937,2339.3735421128,0.0383502254,1.7160
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Poincare-Shared,proposed,59,8,8,0.0715228468,224,29815,9244,1632,672,4032,0.0376665870,0.0393906975,1297.2434227353,2283.4277672835,0.0380209652,1.8243
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Poincare-Shared,proposed,71,8,8,0.0725986362,224,29815,9244,1632,672,4032,0.0379218314,0.0404552144,1332.3008771624,2287.5769930707,0.0380728803,1.7526
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,TargetSelfContext-Matched,capacity_compute_matched_control,11,8,8,0.0712392032,224,29815,9244,1632,672,4032,0.0382427314,0.0408103550,1343.9966290186,2350.6174346590,0.0385189083,1.8211
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,TargetSelfContext-Matched,capacity_compute_matched_control,23,8,8,0.0710357130,224,29815,9244,1632,672,4032,0.0370283554,0.0392773394,1293.5102330768,2299.7357458139,0.0371225788,1.7645
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,TargetSelfContext-Matched,capacity_compute_matched_control,47,8,8,0.0759069994,224,29815,9244,1632,672,4032,0.0384772766,0.0411040762,1353.6696704683,2386.5554558479,0.0388624936,1.8480
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,TargetSelfContext-Matched,capacity_compute_matched_control,59,8,8,0.0744120181,224,29815,9244,1632,672,4032,0.0399766478,0.0423646938,1395.1852572002,2441.5558165802,0.0405257260,1.9552
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,TargetSelfContext-Matched,capacity_compute_matched_control,71,8,8,0.0747452453,224,29815,9244,1632,672,4032,0.0400610346,0.0430303704,1417.1078108530,2425.8342286008,0.0402643324,1.7648
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,UniformCrossSeries-Matched,informative_cross_series_control,11,8,8,0.0717189535,224,29815,9244,1632,672,4032,0.0386631316,0.0408620715,1345.6997937399,2355.7510069696,0.0391290935,1.7458
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,UniformCrossSeries-Matched,informative_cross_series_control,23,8,8,0.0691357180,224,29815,9244,1632,672,4032,0.0366251616,0.0386567457,1273.0723845467,2247.9043183141,0.0367192179,1.7270
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,UniformCrossSeries-Matched,informative_cross_series_control,47,8,8,0.0742266551,224,29815,9244,1632,672,4032,0.0377295401,0.0402848293,1326.6896289644,2334.8037615642,0.0381285960,1.7577
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,UniformCrossSeries-Matched,informative_cross_series_control,59,8,8,0.0718906596,224,29815,9244,1632,672,4032,0.0381160408,0.0398559110,1312.5641774980,2299.3698898212,0.0385164787,1.8365
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,UniformCrossSeries-Matched,informative_cross_series_control,71,8,8,0.0728499740,224,29815,9244,1632,672,4032,0.0378562411,0.0403535953,1328.9542836992,2284.6015143140,0.0379867897,1.9104
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Euclidean-Shared,weight_form_control,11,8,8,0.0720539615,224,29815,9244,1632,672,4032,0.0388886700,0.0411595348,1355.4960748582,2369.0467651086,0.0393622213,1.7741
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Euclidean-Shared,weight_form_control,23,8,8,0.0690100938,224,29815,9244,1632,672,4032,0.0366575508,0.0387211425,1275.1931467208,2248.4049847586,0.0367453791,1.6223
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Euclidean-Shared,weight_form_control,47,8,8,0.0744621158,224,29815,9244,1632,672,4032,0.0376947191,0.0401919083,1323.6294877794,2330.2000426054,0.0380780534,1.5735
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Euclidean-Shared,weight_form_control,59,8,8,0.0717739910,224,29815,9244,1632,672,4032,0.0380091989,0.0397615335,1309.4560692197,2296.9377731689,0.0383998308,1.5806
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Euclidean-Shared,weight_form_control,71,8,8,0.0725612044,224,29815,9244,1632,672,4032,0.0378405103,0.0403799498,1329.8222091917,2287.4041170825,0.0379934562,1.6330
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-FixedScale-Shared,weight_form_control,11,8,8,0.0717637986,224,29815,9244,1632,672,4032,0.0387397282,0.0409944062,1350.0579373799,2362.5143490645,0.0391970615,1.7810
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-FixedScale-Shared,weight_form_control,23,8,8,0.0689697340,224,29815,9244,1632,672,4032,0.0365393825,0.0385609538,1269.9176950606,2240.6064056145,0.0366073781,1.6966
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-FixedScale-Shared,weight_form_control,47,8,8,0.0740699768,224,29815,9244,1632,672,4032,0.0376961065,0.0401064663,1320.8156488812,2325.8639117977,0.0380521608,1.7381
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-FixedScale-Shared,weight_form_control,59,8,8,0.0716771111,224,29815,9244,1632,672,4032,0.0377589059,0.0395194708,1301.4842824785,2286.1592751632,0.0381198117,1.7368
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-FixedScale-Shared,weight_form_control,71,8,8,0.0724197179,224,29815,9244,1632,672,4032,0.0380047007,0.0405973506,1336.9818124922,2297.2240208222,0.0381809906,1.7955
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Poincare-IndependentEncoder,shared_encoder_control,11,8,8,0.0849812105,224,29815,9244,1632,672,4032,0.0435285210,0.0464662661,1530.2612525092,2542.0177400171,0.0441262496,2.5288
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Poincare-IndependentEncoder,shared_encoder_control,23,8,8,0.0809244439,224,29815,9244,1632,672,4032,0.0417894328,0.0443765938,1461.4426274375,2438.5400874596,0.0421951891,2.4201
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Poincare-IndependentEncoder,shared_encoder_control,47,8,8,0.0819294974,224,29815,9244,1632,672,4032,0.0429898662,0.0455029893,1498.5379139734,2502.6375218855,0.0435962396,2.4749
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Poincare-IndependentEncoder,shared_encoder_control,59,8,8,0.0840462968,224,29815,9244,1632,672,4032,0.0428560441,0.0457536874,1506.7940867591,2499.7314479594,0.0430754771,2.3229
OPSD time_series_60min_singleindex,24,2018-10-01T00:00:00Z,32820,CSA-Poincare-IndependentEncoder,shared_encoder_control,71,8,8,0.0846999586,224,29815,9244,1632,672,4032,0.0440666560,0.0464987270,1531.3302793957,2515.0035539262,0.0446706358,2.3172
