run_namespace,cap,horizon_hours,selection_objective,condition_id,method_role,architecture,retrieval_space,k_neighbors,alpha_head,checkpoint_epoch,ridge_lambda,seed_index,seed,execution_status,scientific_support_status,failure_code,sanitized_exception_class,parameter_count,rank_eligible,training_runtime_s,condition_runtime_s,selection_loss,detection_threshold,threshold_status,onset_targeted_claim_valid,curtailment_mae,curtailment_rmse,event_f1,event_precision,event_recall,onset_f1,onset_precision,onset_recall,onset_mae,stress_subset_mae,n_fit,n_selection,n_calibration,n_test,n_onsets_selection,n_onsets_calibration,n_onsets_test,n_events_test
p1_ieee_access_upgrade_v2,0.70,1,mae,raw_k8_retrieval,attribution_control,none,raw,8,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1976969,,0.02,fallback_no_positive_onsets,false,0.0127596615998,0.0365716069525,0.544,0.69387755102,0.447368421053,0.13698630137,0.0787401574803,0.526315789474,0.0493129338678,0.0416546872135,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,raw_k16_retrieval,attribution_control,none,raw,16,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1977031,,0.02,fallback_no_positive_onsets,false,0.0133774851386,0.0371004979617,0.525862068966,0.7625,0.401315789474,0.147826086957,0.0843672456576,0.59649122807,0.0498907020383,0.0430943149537,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,raw_k32_retrieval,attribution_control,none,raw,32,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1976866,,0.02,fallback_no_positive_onsets,false,0.0138521735527,0.0379838731311,0.506787330317,0.811594202899,0.368421052632,0.143149284254,0.0810185185185,0.614035087719,0.0473551072992,0.0438088438819,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_randomized_k4_retrieval,attribution_control,GRU-untrained,randomized,4,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0238012001,,0.02,fallback_no_positive_onsets,false,0.00799742208067,0.0268294115794,0.643939393939,0.758928571429,0.559210526316,0.136708860759,0.0798816568047,0.473684210526,0.0541368240909,0.0282929374125,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_randomized_k8_retrieval,attribution_control,GRU-untrained,randomized,8,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0237922,,0.02,fallback_no_positive_onsets,false,0.00797676078602,0.0258136072598,0.671814671815,0.81308411215,0.572368421053,0.147582697201,0.0863095238095,0.508771929825,0.049528556215,0.0283136828721,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_randomized_k16_retrieval,attribution_control,GRU-untrained,randomized,16,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0237931,,0.02,fallback_no_positive_onsets,false,0.00834378224634,0.0267645895997,0.669291338583,0.833333333333,0.559210526316,0.178660049628,0.104046242775,0.631578947368,0.0491655007996,0.0296259911009,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_randomized_k32_retrieval,attribution_control,GRU-untrained,randomized,32,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0237916,,0.02,fallback_no_positive_onsets,false,0.00865265698557,0.0276817218761,0.679841897233,0.851485148515,0.565789473684,0.166270783848,0.0961538461538,0.614035087719,0.0492986210711,0.0306226472228,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k4_retrieval,retrieval_only,GRU,learned,4,0.0,15,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0231443,,0.02,fallback_no_positive_onsets,false,0.00775974484346,0.0263512294173,0.638461538462,0.768518518519,0.546052631579,0.148717948718,0.0870870870871,0.508771929825,0.0507418181529,0.0274751492459,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k8_retrieval,retrieval_only,GRU,learned,8,0.0,15,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0230461,,0.02,fallback_no_positive_onsets,false,0.00786294886445,0.0256116262105,0.671755725191,0.8,0.578947368421,0.158163265306,0.0925373134328,0.543859649123,0.0474450396431,0.0279259544903,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k16_retrieval,retrieval_only,GRU,learned,16,0.0,15,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0230404999,,0.02,fallback_no_positive_onsets,false,0.00814967288224,0.0262769314129,0.6640625,0.817307692308,0.559210526316,0.16,0.0932944606414,0.561403508772,0.0478099907742,0.0289313576798,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k32_retrieval,retrieval_only,GRU,learned,32,0.0,15,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0230317001,,0.02,fallback_no_positive_onsets,false,0.00859358440597,0.0274705784668,0.666666666667,0.84,0.552631578947,0.153110047847,0.0886426592798,0.561403508772,0.0490705417444,0.0304197378368,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k8_selected_blend,selected_blend,GRU,learned,8,0.0,15,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0230687,0,0.02,fallback_no_positive_onsets,false,0.00786294886445,0.0256116262105,0.671755725191,0.8,0.578947368421,0.158163265306,0.0925373134328,0.543859649123,0.0474450396431,0.0279259544903,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k8_fixed_0_5,mechanism_control,GRU,learned,8,0.5,15,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0230413,0.003221095645,0.02,fallback_no_positive_onsets,false,0.0101847076533,0.025973249341,0.682352941176,0.844660194175,0.572368421053,0.170478170478,0.0966981132075,0.719298245614,0.043510099018,0.0316451167088,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k8_fixed_1,mechanism_control,GRU,learned,8,1.0,15,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0230354,0.00644219129,0.02,fallback_no_positive_onsets,false,0.0129444018887,0.028297061172,0.674796747967,0.882978723404,0.546052631579,0.158154859967,0.0872727272727,0.842105263158,0.0418722032457,0.036913096151,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_head,architecture_head,GRU,,,,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.00638439995,-0,0.02,fallback_no_positive_onsets,false,0.0150982377136,0.0326290213279,0.658536585366,0.86170212766,0.532894736842,0.136662286465,0.0738636363636,0.912280701754,0.0425721131694,0.0446764810689,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,lstm_head,architecture_head,LSTM,,,,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,10993,True,0.5044583,0.00730409997,-0,0.02,fallback_no_positive_onsets,false,0.0140799750624,0.0292596700424,0.677419354839,0.875,0.552631578947,0.135642135642,0.0738993710692,0.824561403509,0.0428916866281,0.039100352652,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,dlinear_head,architecture_head,DLinear,,,,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,106,True,0.4050043,0.00294649997,-0,0.02,fallback_no_positive_onsets,false,0.0308057217083,0.0569019801431,0.0352941176471,0.166666666667,0.0197368421053,0.0527306967985,0.0278606965174,0.491228070175,0.0603837943906,0.0614349998264,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,tcn_head,architecture_head,TCN,,,,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,28273,True,0.9565369,0.012228,-0,0.02,fallback_no_positive_onsets,false,0.0127721852904,0.0285323201984,0.692015209125,0.81981981982,0.598684210526,0.168595041322,0.0930656934307,0.894736842105,0.042179589297,0.0367607102354,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,raw_k4_retrieval,attribution_control,none,raw,4,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1975271,,0.02,fallback_no_positive_onsets,false,0.0122470620067,0.0370733005772,0.520325203252,0.68085106383,0.421052631579,0.151515151515,0.0884955752212,0.526315789474,0.0496224934351,0.0409092565959,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,raw_k8_retrieval,attribution_control,none,raw,8,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1975097,,0.02,fallback_no_positive_onsets,false,0.0127596615998,0.0365716069525,0.544,0.69387755102,0.447368421053,0.13698630137,0.0787401574803,0.526315789474,0.0493129338678,0.0416546872135,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,raw_k16_retrieval,attribution_control,none,raw,16,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1975034,,0.02,fallback_no_positive_onsets,false,0.0133774851386,0.0371004979617,0.525862068966,0.7625,0.401315789474,0.147826086957,0.0843672456576,0.59649122807,0.0498907020383,0.0430943149537,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,raw_k32_retrieval,attribution_control,none,raw,32,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1975023,,0.02,fallback_no_positive_onsets,false,0.0138521735527,0.0379838731311,0.506787330317,0.811594202899,0.368421052632,0.143149284254,0.0810185185185,0.614035087719,0.0473551072992,0.0438088438819,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_randomized_k4_retrieval,attribution_control,GRU-untrained,randomized,4,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0236111,,0.02,fallback_no_positive_onsets,false,0.00799742208067,0.0268294115794,0.643939393939,0.758928571429,0.559210526316,0.136708860759,0.0798816568047,0.473684210526,0.0541368240909,0.0282929374125,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_randomized_k8_retrieval,attribution_control,GRU-untrained,randomized,8,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0236099,,0.02,fallback_no_positive_onsets,false,0.00797676078602,0.0258136072598,0.671814671815,0.81308411215,0.572368421053,0.147582697201,0.0863095238095,0.508771929825,0.049528556215,0.0283136828721,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_randomized_k16_retrieval,attribution_control,GRU-untrained,randomized,16,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0236102,,0.02,fallback_no_positive_onsets,false,0.00834378224634,0.0267645895997,0.669291338583,0.833333333333,0.559210526316,0.178660049628,0.104046242775,0.631578947368,0.0491655007996,0.0296259911009,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_randomized_k32_retrieval,attribution_control,GRU-untrained,randomized,32,0.0,,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0236133999,,0.02,fallback_no_positive_onsets,false,0.00865265698557,0.0276817218761,0.679841897233,0.851485148515,0.565789473684,0.166270783848,0.0961538461538,0.614035087719,0.0492986210711,0.0306226472228,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_learned_k4_retrieval,retrieval_only,GRU,learned,4,0.0,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0237984001,,0.02,fallback_no_positive_onsets,false,0.00789916083836,0.026719268166,0.640926640927,0.775700934579,0.546052631579,0.142131979695,0.0830860534125,0.491228070175,0.0513932051857,0.0279681214925,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_learned_k8_retrieval,retrieval_only,GRU,learned,8,0.0,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0236936001,,0.02,fallback_no_positive_onsets,false,0.00796588360023,0.0259958777132,0.67680608365,0.801801801802,0.585526315789,0.16368286445,0.0958083832335,0.561403508772,0.0485728416721,0.0283005776807,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_learned_k16_retrieval,retrieval_only,GRU,learned,16,0.0,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0236802,,0.02,fallback_no_positive_onsets,false,0.00829136885461,0.0266859827008,0.674418604651,0.820754716981,0.572368421053,0.165413533835,0.0964912280702,0.578947368421,0.0496182944578,0.0294379742488,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_learned_k32_retrieval,retrieval_only,GRU,learned,32,0.0,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0236767001,,0.02,fallback_no_positive_onsets,false,0.00864722550505,0.0276723803082,0.674603174603,0.85,0.559210526316,0.170212765957,0.0983606557377,0.631578947368,0.048400121953,0.0305929848217,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_learned_k8_selected_blend,selected_blend,GRU,learned,8,1.0,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0236825,-0,0.02,fallback_no_positive_onsets,false,0.0150982377136,0.0326290213279,0.658536585366,0.86170212766,0.532894736842,0.136662286465,0.0738636363636,0.912280701754,0.0425721131694,0.0446764810689,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_learned_k8_fixed_0_5,mechanism_control,GRU,learned,8,0.5,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0236768,-0,0.02,fallback_no_positive_onsets,false,0.0112518109085,0.0278072379479,0.674509803922,0.834951456311,0.565789473684,0.16333938294,0.0910931174089,0.789473684211,0.0430421173831,0.0354899783359,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,onset_f1,gru_learned_k8_fixed_1,mechanism_control,GRU,learned,8,1.0,5,,0,11,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.561035,0.0236797001,-0,0.02,fallback_no_positive_onsets,false,0.0150982377136,0.0326290213279,0.658536585366,0.86170212766,0.532894736842,0.136662286465,0.0738636363636,0.912280701754,0.0425721131694,0.0446764810689,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_head,architecture_head,GRU,,,,20,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5275924,0.00732730003,0.00867373485757,0.02,fallback_no_positive_onsets,false,0.013569718223,0.0298636507815,0.690196078431,0.854368932039,0.578947368421,0.156862745098,0.0858085808581,0.912280701754,0.0415140491979,0.0412868495635,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,lstm_head,architecture_head,LSTM,,,,15,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,10993,True,0.5024858,0.00682929996,0.00424111607232,0.02,fallback_no_positive_onsets,false,0.0104826953076,0.023741089719,0.760563380282,0.818181818182,0.710526315789,0.17825311943,0.0992063492063,0.877192982456,0.0413863262572,0.0318311762012,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,dlinear_head,architecture_head,DLinear,,,,15,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,106,True,0.3815166,0.00390960008,0.0183398659346,0.02,fallback_no_positive_onsets,false,0.0238007709978,0.0480131800294,0,0,0,0.0934010152284,0.0495689655172,0.80701754386,0.0437986971081,0.0588207883566,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,tcn_head,architecture_head,TCN,,,,20,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,28273,True,0.8958853,0.0127984,0.00635478596176,0.02,fallback_no_positive_onsets,false,0.0092625773238,0.0232830857625,0.719696969697,0.848214285714,0.625,0.159453302961,0.0916230366492,0.614035087719,0.0496106722784,0.0268463783211,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,raw_k4_retrieval,attribution_control,none,raw,4,0.0,,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1977111,,0.02,fallback_no_positive_onsets,false,0.0122470620067,0.0370733005772,0.520325203252,0.68085106383,0.421052631579,0.151515151515,0.0884955752212,0.526315789474,0.0496224934351,0.0409092565959,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,raw_k8_retrieval,attribution_control,none,raw,8,0.0,,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1977029,,0.02,fallback_no_positive_onsets,false,0.0127596615998,0.0365716069525,0.544,0.69387755102,0.447368421053,0.13698630137,0.0787401574803,0.526315789474,0.0493129338678,0.0416546872135,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,raw_k16_retrieval,attribution_control,none,raw,16,0.0,,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1976958,,0.02,fallback_no_positive_onsets,false,0.0133774851386,0.0371004979617,0.525862068966,0.7625,0.401315789474,0.147826086957,0.0843672456576,0.59649122807,0.0498907020383,0.0430943149537,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,raw_k32_retrieval,attribution_control,none,raw,32,0.0,,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,0,True,0,0.1976877,,0.02,fallback_no_positive_onsets,false,0.0138521735527,0.0379838731311,0.506787330317,0.811594202899,0.368421052632,0.143149284254,0.0810185185185,0.614035087719,0.0473551072992,0.0438088438819,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_randomized_k4_retrieval,attribution_control,GRU-untrained,randomized,4,0.0,,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0250775,,0.02,fallback_no_positive_onsets,false,0.00829416780907,0.0275511437907,0.659003831418,0.788990825688,0.565789473684,0.145363408521,0.0847953216374,0.508771929825,0.052385648431,0.0293884428562,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_randomized_k8_retrieval,attribution_control,GRU-untrained,randomized,8,0.0,,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0250784,,0.02,fallback_no_positive_onsets,false,0.00838912485893,0.0271533821882,0.674418604651,0.820754716981,0.572368421053,0.151589242054,0.0880681818182,0.543859649123,0.0507421455373,0.029668188482,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_randomized_k16_retrieval,attribution_control,GRU-untrained,randomized,16,0.0,,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0250775,,0.02,fallback_no_positive_onsets,false,0.00887385968718,0.0282086351277,0.669260700389,0.819047619048,0.565789473684,0.154205607477,0.088948787062,0.578947368421,0.0508188110548,0.0313975947383,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_randomized_k32_retrieval,attribution_control,GRU-untrained,randomized,32,0.0,,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8208,True,0,0.0250832001,,0.02,fallback_no_positive_onsets,false,0.00940442997595,0.0295598593603,0.666666666667,0.84,0.552631578947,0.158371040724,0.0909090909091,0.614035087719,0.0489447558023,0.0332561710046,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k4_retrieval,retrieval_only,GRU,learned,4,0.0,20,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5275924,0.0254616,,0.02,fallback_no_positive_onsets,false,0.00801689850546,0.0270307096832,0.6640625,0.817307692308,0.559210526316,0.171284634761,0.1,0.59649122807,0.051670577733,0.0283278317773,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k8_retrieval,retrieval_only,GRU,learned,8,0.0,20,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5275924,0.0253866001,,0.02,fallback_no_positive_onsets,false,0.00807272895002,0.026242927512,0.669230769231,0.805555555556,0.572368421053,0.161369193154,0.09375,0.578947368421,0.0507587043649,0.0286313338466,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k16_retrieval,retrieval_only,GRU,learned,16,0.0,20,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5275924,0.0253784001,,0.02,fallback_no_positive_onsets,false,0.00832680926252,0.0269613095665,0.682352941176,0.844660194175,0.572368421053,0.156097560976,0.0906515580737,0.561403508772,0.0493523913425,0.029482496783,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k32_retrieval,retrieval_only,GRU,learned,32,0.0,20,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5275924,0.0253725001,,0.02,fallback_no_positive_onsets,false,0.0089115401436,0.0284940827202,0.664,0.84693877551,0.546052631579,0.167441860465,0.0965147453083,0.631578947368,0.0491016679096,0.0314905071761,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k8_selected_blend,selected_blend,GRU,learned,8,0.0,20,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5275924,0.0253772001,5.35069033504e-06,0.02,fallback_no_positive_onsets,false,0.00807272895002,0.026242927512,0.669230769231,0.805555555556,0.572368421053,0.161369193154,0.09375,0.578947368421,0.0507587043649,0.0286313338466,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k8_fixed_0_5,mechanism_control,GRU,learned,8,0.5,20,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5275924,0.0253714001,0.00433501658668,0.02,fallback_no_positive_onsets,false,0.0106018440134,0.0267669129595,0.671814671815,0.81308411215,0.572368421053,0.166975881262,0.0933609958506,0.789473684211,0.0441549241252,0.0341813943003,4332,875,875,2627,0,0,57,152
p1_ieee_access_upgrade_v2,0.70,1,mae,gru_learned_k8_fixed_1,mechanism_control,GRU,learned,8,1.0,20,,1,23,completed,onset_diagnostic_only_no_pretest_support,,,8257,True,0.5275924,0.0253691,0.00867373485757,0.02,fallback_no_positive_onsets,false,0.013569718223,0.0298636507815,0.690196078431,0.854368932039,0.578947368421,0.156862745098,0.0858085808581,0.912280701754,0.0415140491979,0.0412868495635,4332,875,875,2627,0,0,57,152
