scenario,method,method_type,seed_index,matched_output_cardinality,compromise_rule,compromise_cost_index,compromise_reliability,compromise_renewable,compromise_risk,portfolio_size,full_front_hypervolume_context,full_front_size_context,source_status
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,4,1,shared_minimum_normalized_objective_sum,0.99216988,24.10217134,0.74976968,0.28129940,11,0.17285764,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,5,1,shared_minimum_normalized_objective_sum,0.91728812,29.44341238,0.91401088,0.29723781,13,0.17345937,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,6,1,shared_minimum_normalized_objective_sum,0.98276364,27.29754216,56.19062573,0.29556610,15,0.17193295,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,7,1,shared_minimum_normalized_objective_sum,0.98052088,29.24109720,37.14511825,0.28084322,16,0.17790378,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,8,1,shared_minimum_normalized_objective_sum,0.99866535,30.76832654,30.29300168,0.29161191,16,0.17075607,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,9,1,shared_minimum_normalized_objective_sum,0.95047781,23.51388716,48.45123581,0.26459289,15,0.17230705,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,10,1,shared_minimum_normalized_objective_sum,0.89481641,25.93475573,21.21923820,0.29326604,12,0.17212823,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,11,1,shared_minimum_normalized_objective_sum,0.97094501,29.45962151,29.22092457,0.27584322,16,0.17117656,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,12,1,shared_minimum_normalized_objective_sum,0.96035573,25.25040859,13.06939781,0.27137642,13,0.17255703,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,13,1,shared_minimum_normalized_objective_sum,0.89551606,26.99314906,3.51441377,0.28925660,14,0.17592534,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,14,1,shared_minimum_normalized_objective_sum,0.93079160,23.54263004,0.90610528,0.31622667,11,0.17146080,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,15,1,shared_minimum_normalized_objective_sum,0.98034130,24.10191184,45.35931049,0.27003524,14,0.17464040,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,16,1,shared_minimum_normalized_objective_sum,0.97230433,28.98641760,27.89396357,0.27683072,16,0.17262238,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,17,1,shared_minimum_normalized_objective_sum,0.95338641,26.29245966,42.58321177,0.27607950,15,0.17347825,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,18,1,shared_minimum_normalized_objective_sum,0.98338157,27.64926017,47.72914429,0.26809953,16,0.17380633,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,19,1,shared_minimum_normalized_objective_sum,0.93797779,26.50180609,31.93089177,0.28706096,13,0.17531544,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,20,1,shared_minimum_normalized_objective_sum,0.97952300,20.51747582,13.54117221,0.23399252,14,0.15887564,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,21,1,shared_minimum_normalized_objective_sum,0.98602468,27.14870461,5.00625377,0.28575950,15,0.17477610,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,22,1,shared_minimum_normalized_objective_sum,0.95266780,25.23056466,11.84257893,0.27137642,13,0.16879019,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,23,1,shared_minimum_normalized_objective_sum,0.89493298,24.35012649,3.12706528,0.26643795,13,0.17432239,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,24,1,shared_minimum_normalized_objective_sum,0.95081744,26.80759784,9.82937605,0.28398404,13,0.17495821,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,25,1,shared_minimum_normalized_objective_sum,0.78919398,27.66871760,32.22054673,0.30339166,13,0.17488520,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,26,1,shared_minimum_normalized_objective_sum,0.78286984,28.00066829,14.51400988,0.30031473,13,0.17348160,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,27,1,shared_minimum_normalized_objective_sum,0.93194501,28.59740964,57.04111825,0.28967277,15,0.17456861,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,28,1,shared_minimum_normalized_objective_sum,0.97139680,18.90901791,3.07920192,0.26338953,10,0.15391852,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,NSGA-II,stochastic_moea,29,1,shared_minimum_normalized_objective_sum,0.90438641,26.85678023,2.10453808,0.28276865,13,0.17411500,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,0,1,shared_minimum_normalized_objective_sum,0.95377338,15.30704505,88.12525009,0.22262642,15,0.12599496,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,1,1,shared_minimum_normalized_objective_sum,0.99755889,16.53731349,74.89381109,0.21699976,16,0.13374362,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,2,1,shared_minimum_normalized_objective_sum,0.96380306,11.00820942,97.32045386,0.20287987,15,0.09639499,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,3,1,shared_minimum_normalized_objective_sum,0.99706097,15.09401314,61.55509398,0.20675607,16,0.12795021,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,4,1,shared_minimum_normalized_objective_sum,0.98795375,11.20533985,67.14804661,0.19830755,13,0.10240081,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,5,1,shared_minimum_normalized_objective_sum,0.97877994,14.14397026,74.38821398,0.21653981,15,0.11766987,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,6,1,shared_minimum_normalized_objective_sum,0.99549476,14.68946412,60.18499857,0.22746642,15,0.11925378,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,7,1,shared_minimum_normalized_objective_sum,0.98912855,15.41338007,73.71651121,0.23218433,13,0.12306797,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,8,1,shared_minimum_normalized_objective_sum,0.95371646,17.75366687,93.27080289,0.23677969,15,0.14155132,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,9,1,shared_minimum_normalized_objective_sum,0.99834785,16.42344371,85.28977006,0.23283048,13,0.13173379,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,10,1,shared_minimum_normalized_objective_sum,0.99825130,16.86480605,67.82389209,0.22567116,14,0.13409452,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,11,1,shared_minimum_normalized_objective_sum,0.95401751,15.70342978,86.05496478,0.22690642,15,0.12763933,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,12,1,shared_minimum_normalized_objective_sum,0.98664339,13.73286349,65.66930257,0.21156132,13,0.11701734,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,13,1,shared_minimum_normalized_objective_sum,0.99558372,15.49719876,84.09253437,0.22910740,13,0.12389259,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,14,1,shared_minimum_normalized_objective_sum,0.99399892,11.92250215,69.83240230,0.20203062,13,0.10593952,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,15,1,shared_minimum_normalized_objective_sum,0.98044615,14.08319936,60.60872041,0.21342286,13,0.11645031,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,16,1,shared_minimum_normalized_objective_sum,0.99591996,16.89269215,71.44860678,0.22912830,14,0.13644000,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,17,1,shared_minimum_normalized_objective_sum,0.98966094,19.29219837,59.66624589,0.24540635,15,0.14907316,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,18,1,shared_minimum_normalized_objective_sum,0.98712164,18.20547689,74.41515033,0.24236118,13,0.14407368,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,19,1,shared_minimum_normalized_objective_sum,0.99967716,17.09550187,72.32373209,0.21601226,16,0.13528032,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,20,1,shared_minimum_normalized_objective_sum,0.99698375,12.49985999,75.64478261,0.21682476,12,0.10565815,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,21,1,shared_minimum_normalized_objective_sum,0.93787919,22.74959289,72.92221697,0.25813956,15,0.16925961,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,22,1,shared_minimum_normalized_objective_sum,0.98531993,15.75885507,64.48607753,0.22603048,13,0.12544621,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,23,1,shared_minimum_normalized_objective_sum,0.96207442,13.04772531,95.37773198,0.21275314,15,0.11149571,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,24,1,shared_minimum_normalized_objective_sum,0.99585306,10.75340558,108.27655702,0.20610654,15,0.09504380,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,25,1,shared_minimum_normalized_objective_sum,0.99551854,16.85128173,58.81570894,0.22852830,14,0.13427475,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,26,1,shared_minimum_normalized_objective_sum,0.99905128,19.33712369,58.87814174,0.23178096,16,0.15031682,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,27,1,shared_minimum_normalized_objective_sum,0.98412750,17.29803663,89.51124821,0.23839302,15,0.13860824,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,28,1,shared_minimum_normalized_objective_sum,0.98292612,18.68276344,57.82096817,0.24422271,13,0.14689013,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,R-NSGA-II,stochastic_moea,29,1,shared_minimum_normalized_objective_sum,0.96520786,15.04538873,110.61274694,0.22529308,15,0.12397766,40,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,0,1,shared_minimum_normalized_objective_sum,0.05508621,0.32526118,0.44520000,0.14840000,1,0.02986418,4,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,1,1,shared_minimum_normalized_objective_sum,0.13100860,3.08938924,20.40888964,0.27454953,2,0.03859690,5,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,2,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154208,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,3,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154205,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,4,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.03582650,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,5,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154203,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,6,1,shared_minimum_normalized_objective_sum,0.05508621,0.32526118,0.44520000,0.14840000,1,0.02528606,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,7,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.03582650,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,8,1,shared_minimum_normalized_objective_sum,0.05508621,0.32526118,0.44520000,0.14840000,1,0.02594911,4,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,9,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154205,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,10,1,shared_minimum_normalized_objective_sum,0.05508621,0.32526118,0.44520000,0.14840000,1,0.02524531,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,11,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154196,2,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,12,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154199,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,13,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154208,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,14,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154208,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,15,1,shared_minimum_normalized_objective_sum,0.14237931,0.38111111,38.08747368,0.18840000,2,0.02294830,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,16,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154196,2,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,17,1,shared_minimum_normalized_objective_sum,0.05508621,0.32526118,0.44520000,0.14840000,1,0.02594911,4,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,18,1,shared_minimum_normalized_objective_sum,0.14237931,0.38111111,38.08747368,0.18840000,2,0.02294832,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,19,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.03582650,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,20,1,shared_minimum_normalized_objective_sum,0.07069483,0.19055556,17.68253684,0.18840000,1,0.02150123,2,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,21,1,shared_minimum_normalized_objective_sum,0.05508621,0.32526118,0.44520000,0.14840000,1,0.02524531,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,22,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154196,2,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,23,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154207,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,24,1,shared_minimum_normalized_objective_sum,0.05508621,0.32526118,0.44520000,0.14840000,1,0.02519759,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,25,1,shared_minimum_normalized_objective_sum,0.21307414,0.57166667,55.77001053,0.18840000,3,0.02438209,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,26,1,shared_minimum_normalized_objective_sum,0.07069483,0.19055556,17.68253684,0.18840000,1,0.02150123,2,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,27,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.02154196,2,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,28,1,shared_minimum_normalized_objective_sum,0.07168448,0.19055556,20.40493684,0.18840000,1,0.03582650,3,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,MOEA/D,stochastic_moea,29,1,shared_minimum_normalized_objective_sum,0.06953621,0.19055556,14.49533684,0.18840000,1,0.02145355,2,public_rts_simbench_nerc_project_review_v3_direct_family_controls
benchmark_portfolio_optimization,AHP-TOPSIS,deterministic,unique,1,shared_minimum_normalized_objective_sum,0.99957564,38.94164280,0.05296752,0.34380627,14,0.13381786,1,public_rts_simbench_nerc_project_review_v3_direct_family_controls
