paper,experiment_id,method,method_role,seed,hypervolume,hypervolume_worst_case,feasible_front_size,compromise_cost_index,compromise_loss_index,compromise_voltage_risk,compromise_hosting_capacity,compromise_reliability,compromise_survivability,portfolio_size,hosting_shortfall,der_readiness_shortfall,runtime_s,source_status
p3,base_distribution_planning,CARS-MODE,proposed,10,0.04112640,0.04112640,39,0.99753797,0.12378471,0.17347752,0.00003363,1.00000000,1.00000000,14,0.01796637,0.00000000,0.125666,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,11,0.04199066,0.04199066,38,0.98084150,0.12387028,0.17436198,0.00003943,0.98400798,1.00000000,14,0.01796057,0.00000000,0.125067,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,12,0.04194838,0.04194838,39,0.99753797,0.12378471,0.17347752,0.00003363,1.00000000,1.00000000,14,0.01796637,0.00000000,0.120297,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,13,0.04221407,0.04221407,39,0.98990355,0.12383374,0.17403809,0.00003015,1.00000000,1.00000000,14,0.01796985,0.00000000,0.123323,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,14,0.04099314,0.04099314,39,0.94437829,0.12393949,0.17451558,0.00002320,1.00000000,1.00000000,13,0.01797680,0.00000000,0.117642,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,15,0.03971391,0.03971391,39,0.97773811,0.12390104,0.17476060,0.00003131,1.00000000,1.00000000,14,0.01796869,0.00000000,0.125813,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,16,0.04290484,0.04290484,39,0.99300695,0.12380298,0.17363947,0.00003827,0.99764387,1.00000000,14,0.01796173,0.00000000,0.120629,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,17,0.03876860,0.03876860,38,0.98757397,0.12282491,0.17716893,0.00187435,0.88567533,1.00000000,13,0.01612565,0.00000000,0.120922,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,18,0.04174295,0.04174295,39,0.99300695,0.12380298,0.17363947,0.00003827,0.99764387,1.00000000,14,0.01796173,0.00000000,0.127324,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,19,0.04032761,0.04032761,39,0.99300695,0.12380298,0.17363947,0.00003827,0.99764387,1.00000000,14,0.01796173,0.00000000,0.121394,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,20,0.04203039,0.04203039,38,0.98990355,0.12383374,0.17403809,0.00003015,1.00000000,1.00000000,14,0.01796985,0.00000000,0.123614,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,21,0.04047218,0.04047218,38,0.94887618,0.12405391,0.17636756,0.00003827,1.00000000,1.00000000,14,0.01796173,0.00000000,0.123733,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,22,0.04095562,0.04095562,39,0.99753797,0.12378471,0.17347752,0.00003363,1.00000000,1.00000000,14,0.01796637,0.00000000,0.117514,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,23,0.04157747,0.04157747,38,0.94890932,0.12392122,0.17435364,0.00001856,1.00000000,1.00000000,13,0.01798144,0.00000000,0.120722,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,24,0.03976516,0.03976516,38,0.96557266,0.12396834,0.17548310,0.00003247,1.00000000,1.00000000,14,0.01796753,0.00000000,0.119727,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,25,0.04124635,0.04124635,39,0.96867605,0.12393758,0.17508448,0.00004059,0.97037209,1.00000000,14,0.01795941,0.00000000,0.120636,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,26,0.04197130,0.04197130,39,0.99300695,0.12380298,0.17363947,0.00003827,0.99764387,1.00000000,14,0.01796173,0.00000000,0.125663,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,27,0.04069036,0.04069036,39,0.99300695,0.12380298,0.17363947,0.00003827,0.99764387,1.00000000,14,0.01796173,0.00000000,0.124921,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,28,0.04249369,0.04249369,39,0.93531623,0.12397604,0.17483947,0.00003247,0.98985193,1.00000000,13,0.01796753,0.00000000,0.128726,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,CARS-MODE,proposed,29,0.04070672,0.04070672,39,0.97773811,0.12390104,0.17476060,0.00003131,1.00000000,1.00000000,14,0.01796869,0.00000000,0.113732,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,0,0.03493218,0.03493218,40,0.99750484,0.12391740,0.17549144,0.00005335,0.89067722,1.00000000,15,0.01794665,0.00000000,0.159290,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,1,0.03880286,0.03880286,40,0.98537253,0.12385201,0.17420003,0.00003479,1.00000000,1.00000000,14,0.01796521,0.00000000,0.079373,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,2,0.03884338,0.03884338,40,0.99753797,0.12378471,0.17347752,0.00003363,1.00000000,1.00000000,14,0.01796637,0.00000000,0.077830,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,3,0.03797005,0.03797005,40,0.98084150,0.12387028,0.17436198,0.00003943,0.98400798,1.00000000,14,0.01796057,0.00000000,0.079780,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,4,0.03921008,0.03921008,40,0.92004739,0.12407409,0.17596060,0.00002552,1.00000000,1.00000000,13,0.01797448,0.00000000,0.078256,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,5,0.03835451,0.03835451,40,0.97320708,0.12391931,0.17492254,0.00003595,1.00000000,1.00000000,14,0.01796405,0.00000000,0.080231,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,6,0.03681528,0.03681528,40,0.99015415,0.11839612,0.18009950,0.00001508,1.00000000,1.00000000,11,0.01798492,0.00000000,0.077501,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,7,0.04086065,0.04086065,40,0.97320708,0.12391931,0.17492254,0.00003595,1.00000000,1.00000000,14,0.01796405,0.00000000,0.079651,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,8,0.03745099,0.03745099,40,0.99663603,0.12278837,0.17684505,0.00186507,1.00000000,1.00000000,13,0.01613493,0.00000000,0.077891,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,9,0.03879826,0.03879826,40,0.97773811,0.12390104,0.17476060,0.00003131,1.00000000,1.00000000,14,0.01796869,0.00000000,0.079168,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,10,0.03930800,0.03930800,40,0.98251973,0.11844515,0.18066006,0.00001160,1.00000000,1.00000000,11,0.01798840,0.00000000,0.079599,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,11,0.04127356,0.04127356,40,0.98537253,0.12385201,0.17420003,0.00003479,1.00000000,1.00000000,14,0.01796521,0.00000000,0.082367,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,12,0.03953118,0.03953118,40,0.99443458,0.12381547,0.17387615,0.00002552,1.00000000,1.00000000,14,0.01797448,0.00000000,0.078618,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,13,0.04193812,0.04193812,40,0.98537253,0.12385201,0.17420003,0.00003479,1.00000000,1.00000000,14,0.01796521,0.00000000,0.079875,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,14,0.04009230,0.04009230,40,0.98084150,0.12387028,0.17436198,0.00003943,0.98400798,1.00000000,14,0.01796057,0.00000000,0.078814,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,15,0.03360103,0.03360103,40,0.91510881,0.12308875,0.17949006,0.00187911,0.97215032,1.00000000,12,0.01612089,0.00000000,0.081571,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,16,0.03687080,0.03687080,40,0.93246344,0.11856917,0.18129950,0.00000928,0.99870084,1.00000000,10,0.01799072,0.00000000,0.078163,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,17,0.03776608,0.03776608,40,0.99663603,0.12278837,0.17684505,0.00186507,1.00000000,1.00000000,13,0.01613493,0.00000000,0.079744,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,18,0.03809246,0.03809246,40,0.98084150,0.12387028,0.17436198,0.00003943,0.98400798,1.00000000,14,0.01796057,0.00000000,0.079779,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,19,0.03975045,0.03975045,40,0.99015415,0.11839612,0.18009950,0.00001508,1.00000000,1.00000000,11,0.01798492,0.00000000,0.079427,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,20,0.03742744,0.03742744,40,0.98990355,0.12383374,0.17403809,0.00003015,1.00000000,1.00000000,14,0.01796985,0.00000000,0.079093,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,21,0.03564459,0.03564459,40,0.84566021,0.12433271,0.17804505,0.00002552,1.00000000,1.00000000,12,0.01797448,0.00000000,0.082279,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,22,0.03572418,0.03572418,40,0.91914545,0.12307775,0.17932812,0.00185695,1.00000000,1.00000000,12,0.01614305,0.00000000,0.077680,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,23,0.03854693,0.03854693,40,0.96473846,0.11995766,0.18036524,0.00002320,0.98241155,1.00000000,12,0.01797680,0.00000000,0.078931,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,24,0.03693318,0.03693318,40,0.97320708,0.12391931,0.17492254,0.00003595,1.00000000,1.00000000,14,0.01796405,0.00000000,0.077807,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,25,0.04064263,0.04064263,40,0.99015415,0.11839612,0.18009950,0.00001508,1.00000000,1.00000000,11,0.01798492,0.00000000,0.078078,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,26,0.03761924,0.03761924,40,0.98990355,0.12383374,0.17403809,0.00003015,1.00000000,1.00000000,14,0.01796985,0.00000000,0.078547,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,27,0.03923863,0.03923863,40,0.98990355,0.12383374,0.17403809,0.00003015,1.00000000,1.00000000,14,0.01796985,0.00000000,0.078291,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,28,0.03227038,0.03227038,40,0.99750484,0.12391740,0.17549144,0.00005335,0.89067722,1.00000000,15,0.01794665,0.00000000,0.078141,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II,baseline,29,0.03946991,0.03946991,40,0.99015415,0.11839612,0.18009950,0.00001508,1.00000000,1.00000000,11,0.01798492,0.00000000,0.079452,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,0,0.03711591,0.03711591,40,0.98537253,0.12385201,0.17420003,0.00003479,1.00000000,1.00000000,14,0.01796521,0.00000000,0.076852,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,1,0.03695393,0.03695393,40,0.94887618,0.12405391,0.17636756,0.00003827,1.00000000,1.00000000,14,0.01796173,0.00000000,0.078296,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,2,0.03239767,0.03239767,40,0.97590291,0.12288494,0.17789144,0.00189303,0.87314809,1.00000000,13,0.01610697,0.00000000,0.081188,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,3,0.03983331,0.03983331,40,0.97773811,0.12390104,0.17476060,0.00003131,1.00000000,1.00000000,14,0.01796869,0.00000000,0.077839,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,4,0.03891471,0.03891471,40,0.98990355,0.12383374,0.17403809,0.00003015,1.00000000,1.00000000,14,0.01796985,0.00000000,0.077901,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,5,0.03635131,0.03635131,40,0.84566021,0.12433271,0.17804505,0.00002552,1.00000000,1.00000000,12,0.01797448,0.00000000,0.079641,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,6,0.03919440,0.03919440,40,0.97320708,0.12391931,0.17492254,0.00003595,1.00000000,1.00000000,14,0.01796405,0.00000000,0.078498,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,7,0.03678695,0.03678695,40,0.95340721,0.12403563,0.17620561,0.00003363,1.00000000,1.00000000,14,0.01796637,0.00000000,0.078681,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,8,0.03794315,0.03794315,40,0.97320708,0.12391931,0.17492254,0.00003595,1.00000000,1.00000000,14,0.01796405,0.00000000,0.078257,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,9,0.03883477,0.03883477,40,0.98537253,0.12385201,0.17420003,0.00003479,1.00000000,1.00000000,14,0.01796521,0.00000000,0.078798,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,10,0.03730326,0.03730326,40,0.96867605,0.12393758,0.17508448,0.00004059,0.97037209,1.00000000,14,0.01795941,0.00000000,0.079066,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,11,0.03770614,0.03770614,40,0.96104163,0.12398661,0.17564505,0.00003711,1.00000000,1.00000000,14,0.01796289,0.00000000,0.080105,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,12,0.03646820,0.03646820,40,0.97773811,0.12390104,0.17476060,0.00003131,1.00000000,1.00000000,14,0.01796869,0.00000000,0.078903,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,13,0.03868504,0.03868504,40,0.97320708,0.12391931,0.17492254,0.00003595,1.00000000,1.00000000,14,0.01796405,0.00000000,0.077174,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,14,0.03886321,0.03886321,40,0.99015415,0.11839612,0.18009950,0.00001508,1.00000000,1.00000000,11,0.01798492,0.00000000,0.079538,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,15,0.03887091,0.03887091,40,0.99753797,0.12378471,0.17347752,0.00003363,1.00000000,1.00000000,14,0.01796637,0.00000000,0.078369,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,16,0.03816192,0.03816192,40,0.97320708,0.12391931,0.17492254,0.00003595,1.00000000,1.00000000,14,0.01796405,0.00000000,0.079053,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,17,0.03898313,0.03898313,40,0.98537253,0.12385201,0.17420003,0.00003479,1.00000000,1.00000000,14,0.01796521,0.00000000,0.077226,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,18,0.03788298,0.03788298,40,0.90788195,0.12414139,0.17668310,0.00002668,1.00000000,1.00000000,13,0.01797332,0.00000000,0.078720,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,19,0.03757382,0.03757382,40,0.98084150,0.12387028,0.17436198,0.00003943,0.98400798,1.00000000,14,0.01796057,0.00000000,0.077721,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,20,0.03806191,0.03806191,40,0.94887618,0.12405391,0.17636756,0.00003827,1.00000000,1.00000000,14,0.01796173,0.00000000,0.078987,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,21,0.03924099,0.03924099,40,0.99753797,0.12378471,0.17347752,0.00003363,1.00000000,1.00000000,14,0.01796637,0.00000000,0.077783,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,22,0.03756774,0.03756774,40,0.96104163,0.12398661,0.17564505,0.00003711,1.00000000,1.00000000,14,0.01796289,0.00000000,0.078563,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,23,0.04009813,0.04009813,40,0.99896561,0.12379719,0.17371420,0.00002088,1.00000000,1.00000000,14,0.01797912,0.00000000,0.076900,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,24,0.03852078,0.03852078,40,0.96104163,0.12398661,0.17564505,0.00003711,1.00000000,1.00000000,14,0.01796289,0.00000000,0.078925,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,25,0.04065476,0.04065476,40,0.96867605,0.12393758,0.17508448,0.00004059,0.97037209,1.00000000,14,0.01795941,0.00000000,0.077084,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,26,0.03814781,0.03814781,40,0.98990355,0.12383374,0.17403809,0.00003015,1.00000000,1.00000000,14,0.01796985,0.00000000,0.081028,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,27,0.03695300,0.03695300,40,0.99468518,0.11837785,0.17993755,0.00001044,1.00000000,1.00000000,11,0.01798956,0.00000000,0.079540,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,28,0.03757036,0.03757036,40,0.96557266,0.12396834,0.17548310,0.00003247,1.00000000,1.00000000,14,0.01796753,0.00000000,0.079499,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,NSGA-II+Repair,baseline,29,0.03667634,0.03667634,40,0.86235668,0.12424714,0.17716060,0.00001972,1.00000000,1.00000000,12,0.01798028,0.00000000,0.079825,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,0,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.386469,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,1,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.372559,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,2,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.376218,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,3,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.372479,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,4,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.364968,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,5,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.376348,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,6,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.368391,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,7,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.372852,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,8,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.375106,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,9,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.371971,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,10,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.368618,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,11,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.373169,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,12,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.370865,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,13,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.381122,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,14,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.372852,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,15,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.373127,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,16,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.371829,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,17,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.372609,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,18,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.368078,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,19,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.366186,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,20,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.365350,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,21,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.363080,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,22,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.371059,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,23,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.363128,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,24,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.362737,public_simbench_planning_v7_direct_moea_de_controls
p3,base_distribution_planning,MOEA/D,baseline,25,0.00047204,0.00047204,1,0.00000000,0.12721025,0.20080373,0.00000000,0.35000000,0.42000000,0,0.01800000,0.48000000,0.369735,public_simbench_planning_v7_direct_moea_de_controls
