paper,experiment_id,method,method_role,repeat,hypervolume_proxy,constraint_violation_rate,investment_cost_index,loss_index,voltage_risk,hosting_capacity,der_readiness,flexibility_ratio,subnet_coverage,kind_diversity,reliability_proxy,survivability_rate,expected_loss_index,portfolio_size,runtime_s,source_status
p3,runtime_scalability,MOEA/D,baseline,2,0.53802065,0.23029685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00006940,public_simbench_der_storage_stress_v5
p3,runtime_scalability,MOEA/D,baseline,3,0.53802065,0.23029685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00007510,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Standard DE,baseline,1,0.54207795,0.05223838,0.80593879,0.12302278,0.18252926,0.00149494,0.64516129,0.33333333,1.00000000,0.50000000,0.89879117,1.00000000,0.12302278,9,0.00010770,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Standard DE,baseline,2,0.47976990,0.05646094,0.93747627,0.11716358,0.18534377,0.00147164,0.47379032,0.12500000,1.00000000,0.75000000,0.88723193,1.00000000,0.11716358,8,0.00012770,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Standard DE,baseline,3,0.51691640,0.13976395,1.08924311,0.11560914,0.18410622,0.00332521,0.60035842,0.22222222,1.00000000,1.00000000,0.89501874,1.00000000,0.11560914,9,0.00011870,public_simbench_der_storage_stress_v5
p3,runtime_scalability,PSO,baseline,1,0.55808278,0.06308378,1.01032489,0.11588604,0.18635261,0.00332985,0.75604839,0.37500000,1.00000000,1.00000000,0.75316085,0.87630800,0.12018629,8,0.00011510,public_simbench_der_storage_stress_v5
p3,runtime_scalability,PSO,baseline,2,0.51929343,0.05576712,0.83236197,0.11952780,0.18338382,0.00000928,0.56451613,0.22222222,1.00000000,0.75000000,0.91512536,1.00000000,0.11952780,9,0.00010540,public_simbench_der_storage_stress_v5
p3,runtime_scalability,PSO,baseline,3,0.51539186,0.24647989,1.19653866,0.11390499,0.18623632,0.00483061,1.00000000,0.66666667,1.00000000,1.00000000,0.61959725,0.75358609,0.12232532,9,0.00010400,public_simbench_der_storage_stress_v5
p3,runtime_scalability,GA,baseline,1,0.60102677,0.06263013,1.01174791,0.11624909,0.18515285,0.00370590,0.85125448,0.44444444,1.00000000,1.00000000,0.76435699,0.89380071,0.11995276,9,0.00010460,public_simbench_der_storage_stress_v5
p3,runtime_scalability,GA,baseline,2,0.55113323,0.05057491,0.99509568,0.11691254,0.18482883,0.00369662,0.63620072,0.22222222,1.00000000,0.75000000,0.88285442,0.99644937,0.11703708,9,0.00010480,public_simbench_der_storage_stress_v5
p3,runtime_scalability,GA,baseline,3,0.46173858,0.20737646,1.15373404,0.11137639,0.18722779,0.00332521,0.66532258,0.25000000,1.00000000,1.00000000,0.76147683,0.89143948,0.11500371,8,0.00011380,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Weighted Sum,baseline,1,0.45671015,0.06473066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00007310,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Weighted Sum,baseline,2,0.45671015,0.06473066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00007190,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Weighted Sum,baseline,3,0.45671015,0.06473066,0.40383498,0.12599887,0.19240373,0.00004059,1.00000000,1.00000000,1.00000000,0.25000000,0.40454356,0.50908782,0.14455519,7,0.00007120,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-NoRepair,ablation,1,0.53802065,0.23029685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00007100,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-NoRepair,ablation,2,0.53802065,0.23029685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00007080,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-NoRepair,ablation,3,0.53802065,0.23029685,1.18778483,0.11826260,0.18208908,0.00665392,0.77419355,0.40000000,1.00000000,0.75000000,0.87954983,0.98850929,0.11867028,10,0.00007030,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-FixedDE,ablation,1,0.55562713,0.15799412,1.11339764,0.11852123,0.18417353,0.00665392,0.82437276,0.44444444,1.00000000,0.75000000,0.79790697,0.90384263,0.12194024,9,0.00008000,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-FixedDE,ablation,2,0.55562713,0.15799412,1.11339764,0.11852123,0.18417353,0.00665392,0.82437276,0.44444444,1.00000000,0.75000000,0.79790697,0.90384263,0.12194024,9,0.00007920,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-FixedDE,ablation,3,0.55562713,0.15799412,1.11339764,0.11852123,0.18417353,0.00665392,0.82437276,0.44444444,1.00000000,0.75000000,0.79790697,0.90384263,0.12194024,9,0.00007910,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-NoDiversity,ablation,1,0.47221903,0.05809762,0.59089958,0.12324902,0.19240373,0.00372562,1.00000000,1.00000000,1.00000000,0.25000000,0.39954440,0.50092252,0.14170226,7,0.00007430,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-NoDiversity,ablation,2,0.47221903,0.05809762,0.59089958,0.12324902,0.19240373,0.00372562,1.00000000,1.00000000,1.00000000,0.25000000,0.39954440,0.50092252,0.14170226,7,0.00007310,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-NoDiversity,ablation,3,0.47221903,0.05809762,0.59089958,0.12324902,0.19240373,0.00372562,1.00000000,1.00000000,1.00000000,0.25000000,0.39954440,0.50092252,0.14170226,7,0.00007690,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-NoDER,ablation,1,0.40884740,0.08699148,0.74387187,0.12462400,0.17995922,0.00000000,0.32258065,0.00000000,1.00000000,0.25000000,1.00000000,1.00000000,0.12462400,10,0.00004930,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-NoDER,ablation,2,0.40884740,0.08699148,0.74387187,0.12462400,0.17995922,0.00000000,0.32258065,0.00000000,1.00000000,0.25000000,1.00000000,1.00000000,0.12462400,10,0.00004750,public_simbench_der_storage_stress_v5
p3,runtime_scalability,Ablation-NoDER,ablation,3,0.40884740,0.08699148,0.74387187,0.12462400,0.17995922,0.00000000,0.32258065,0.00000000,1.00000000,0.25000000,1.00000000,1.00000000,0.12462400,10,0.00004720,public_simbench_der_storage_stress_v5
