actual_words,budget_utilization,condition,doc_id,estimated_total_seconds,preprocess_seconds_shared,python_peak_memory_mb,redundancy,report_series_id,role_coverage,rouge1_f1,rouge2_f1,rougeL_f1,selected_units,selection_and_scoring_seconds,status,typed_edge_coverage,word_budget
109,0.990909090909091,RP-11,nerc_003_january_2025_arctic_events_a_system_perfor,0.21366670000134036,0.07216779998270795,0.9820938110351562,0.062194970890623064,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.20468557336621454,0.0815822002472188,0.11097410604192354,3,0.1414989000186324,PASS,1.0,110
109,0.990909090909091,G-U,nerc_003_january_2025_arctic_events_a_system_perfor,0.2454242999665439,0.09481609996873885,0.9847412109375,0.0973005973005973,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.23124231242312426,0.11097410604192355,0.1328413284132841,4,0.15060819999780506,PASS,1.0,110
109,0.990909090909091,G-T,nerc_003_january_2025_arctic_events_a_system_perfor,0.22160189994610846,0.07216779998270795,0.9847335815429688,0.0973005973005973,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.23124231242312426,0.11097410604192355,0.1328413284132841,4,0.1494340999634005,PASS,1.0,110
260,1.0,AB-0,nerc_003_january_2025_arctic_events_a_system_perfor,0.3959209999884479,0.07216779998270795,1.5283994674682617,0.19724987926924617,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.4153686396677051,0.1956295525494277,0.21183800623052962,8,0.3237532000057399,PASS,0.5,260
255,0.9807692307692307,AB-1,nerc_003_january_2025_arctic_events_a_system_perfor,0.37212780001573265,0.07216779998270795,1.5048112869262695,0.16064523080343968,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.35453597497393113,0.15464994775339602,0.18561001042752867,5,0.2999600000330247,PASS,1.0,260
255,0.9807692307692307,AB-2,nerc_003_january_2025_arctic_events_a_system_perfor,0.3815088999690488,0.07216779998270795,1.504725456237793,0.16064523080343968,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.35453597497393113,0.15464994775339602,0.18561001042752867,5,0.30934109998634085,PASS,1.0,260
259,0.9961538461538462,AB-3,nerc_003_january_2025_arctic_events_a_system_perfor,0.3596080999705009,0.07216779998270795,1.526963233947754,0.13301951097877424,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.3426791277258567,0.13319458896982309,0.17237798546209762,5,0.28744029998779297,PASS,1.0,260
256,0.9846153846153847,AB-4,nerc_003_january_2025_arctic_events_a_system_perfor,0.3817224999656901,0.07216779998270795,1.5158634185791016,0.09094580477848556,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.3350676378772112,0.12930135557872785,0.16857440166493237,6,0.30955469998298213,PASS,1.0,260
258,0.9923076923076923,AB-5,nerc_003_january_2025_arctic_events_a_system_perfor,0.38478299998678267,0.07216779998270795,1.568410873413086,0.10498966390953478,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.34511434511434513,0.13958333333333334,0.17255717255717257,6,0.3126152000040747,PASS,1.0,260
259,0.9961538461538462,AB-6,nerc_003_january_2025_arctic_events_a_system_perfor,0.3673863000003621,0.07216779998270795,1.5261621475219727,0.13301951097877424,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.3426791277258567,0.13319458896982309,0.17237798546209762,5,0.29521850001765415,PASS,1.0,260
260,1.0,RP-00,nerc_003_january_2025_arctic_events_a_system_perfor,0.39552869996987283,0.07216779998270795,1.5370464324951172,0.06581637046926667,nerc_003_january_2025_arctic_events_a_system_perfor,0.6666666666666666,0.3316062176165803,0.11838006230529595,0.14715025906735751,6,0.3233608999871649,PASS,0.8333333333333334,260
259,0.9961538461538462,RP-10,nerc_003_january_2025_arctic_events_a_system_perfor,0.3652516999281943,0.07216779998270795,1.5261621475219727,0.13301951097877424,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.3426791277258567,0.13319458896982309,0.17237798546209762,5,0.29308389994548634,PASS,1.0,260
260,1.0,RP-01,nerc_003_january_2025_arctic_events_a_system_perfor,0.40275489998748526,0.07216779998270795,1.5405807495117188,0.07849160384323087,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.3274611398963731,0.12045690550363446,0.15544041450777202,7,0.3305871000047773,PASS,1.0,260
258,0.9923076923076923,RP-11,nerc_003_january_2025_arctic_events_a_system_perfor,0.37297249998664483,0.07216779998270795,1.5197582244873047,0.10498966390953478,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.34511434511434513,0.13958333333333334,0.17255717255717257,6,0.3008047000039369,PASS,1.0,260
259,0.9961538461538462,G-U,nerc_003_january_2025_arctic_events_a_system_perfor,0.3880477999919094,0.09481609996873885,1.5261621475219727,0.13301951097877424,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.3426791277258567,0.13319458896982309,0.17237798546209762,5,0.29323170002317056,PASS,1.0,260
259,0.9961538461538462,G-T,nerc_003_january_2025_arctic_events_a_system_perfor,0.36231619998579845,0.07216779998270795,1.5261621475219727,0.13301951097877424,nerc_003_january_2025_arctic_events_a_system_perfor,1.0,0.3426791277258567,0.13319458896982309,0.17237798546209762,5,0.2901484000030905,PASS,1.0,260
107,0.9727272727272728,AB-0,nerc_007_panhandle_wind_disturbance_report,0.7975173000013456,0.5354997999966145,1.0154752731323242,0.1320754716981132,nerc_007_panhandle_wind_disturbance_report,0.6666666666666666,0.13996316758747698,0.03136531365313653,0.05893186003683242,2,0.2620175000047311,PASS,1.0,110
107,0.9727272727272728,AB-1,nerc_007_panhandle_wind_disturbance_report,0.7437188000185415,0.5354997999966145,0.9901037216186523,0.1320754716981132,nerc_007_panhandle_wind_disturbance_report,0.6666666666666666,0.13996316758747698,0.03136531365313653,0.05893186003683242,2,0.20821900002192706,PASS,1.0,110
105,0.9545454545454546,AB-2,nerc_007_panhandle_wind_disturbance_report,0.7456304999650456,0.5354997999966145,0.9627141952514648,0.13246873246873248,nerc_007_panhandle_wind_disturbance_report,1.0,0.15115207373271888,0.022160664819944595,0.07004608294930875,3,0.21013069996843114,PASS,1.0,110
