paper,ref_id,doi,status,crossref_title,crossref_year,title_token_coverage,year_in_reference,url,reference
mintou_p6_bilonsga_project_review,6,10.1023/B:ANOR.0000039513.99038.c6,VERIFIED,Pareto Ant Colony Optimization: A Metaheuristic Approach to Multiobjective Portfolio Selection,2004,1.000,True,https://api.crossref.org/works/10.1023%2FB%3AANOR.0000039513.99038.c6,"6. Doerner, K.; Gutjahr, W.J.; Hartl, R.F.; Strauss, C.; Stummer, C. Pareto Ant Colony Optimization: A Metaheuristic Approach to Multiobjective Portfolio Selection. *Annals of Operations Research* 2004, 131(1--4), 79--99. https://doi.org/10.1023/B:ANOR.0000039513.99038.c6"
mintou_p6_bilonsga_project_review,7,10.1016/j.cor.2009.06.012,VERIFIED,Solving a comprehensive model for multiobjective project portfolio selection,2010,1.000,True,https://api.crossref.org/works/10.1016%2Fj.cor.2009.06.012,"7. Carazo, A.F.; Gomez, T.; Molina, J.; Hernandez-Diaz, A.G.; Guerrero, F.M.; Caballero, R. Solving a comprehensive model for multiobjective project portfolio selection. *Computers & Operations Research* 2010, 37(4), 630--639. https://doi.org/10.1016/j.cor.2009.06.012"
mintou_p6_bilonsga_project_review,8,10.3390/en16207215,VERIFIED,A Novel Hybrid Power-Grid Investment Optimization Model with Collaborative Consideration of Risk and Benefit,2023,1.000,True,https://api.crossref.org/works/10.3390%2Fen16207215,"8. Gao, C.; Wang, X.; Li, D.; Han, C.; You, W.; Zhao, Y. A Novel Hybrid Power-Grid Investment Optimization Model with Collaborative Consideration of Risk and Benefit. *Energies* 2023, 16(20), 7215. https://doi.org/10.3390/en16207215"
mintou_p6_bilonsga_project_review,9,10.3390/en19092172,VERIFIED,A Hybrid Heuristic–Benders Method for Wind–Hydrogen Investment Planning with Non-Analytical Cost Functions,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19092172,"9. Xiong, H.; Feng, B.; Yan, F.; Kang, Y.; Hu, Y.; Li, Q.; Tan, Q. A Hybrid Heuristic-Benders Method for Wind-Hydrogen Investment Planning with Non-Analytical Cost Functions. *Energies* 2026, 19(9), 2172. https://doi.org/10.3390/en19092172"
mintou_p6_bilonsga_project_review,10,10.3390/app14156486,VERIFIED,Multi-Stage Coordinated Planning for Transmission and Energy Storage Considering Large-Scale Renewable Energy Integration,2024,1.000,True,https://api.crossref.org/works/10.3390%2Fapp14156486,"10. Liang, Y.; Liu, H.; Zhou, H.; Meng, Z.; Liu, J.; Zhou, M. Multi-Stage Coordinated Planning for Transmission and Energy Storage Considering Large-Scale Renewable Energy Integration. *Applied Sciences* 2024, 14(15), 6486. https://doi.org/10.3390/app14156486"
mintou_p6_bilonsga_project_review,11,10.3390/app14198651,VERIFIED,Interruption Cost Estimation for Value-Based Reliability Investment in Emerging Smart Grid Resources,2024,1.000,True,https://api.crossref.org/works/10.3390%2Fapp14198651,"11. Bhattarai, S.; Karki, R. Interruption Cost Estimation for Value-Based Reliability Investment in Emerging Smart Grid Resources. *Applied Sciences* 2024, 14(19), 8651. https://doi.org/10.3390/app14198651"
mintou_p6_bilonsga_project_review,12,10.3390/app152211944,VERIFIED,Optimal Planning and Investment Return Analysis of Grid-Side Energy Storage System Addressing Multi-Dimensional Grid Security Requirements,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fapp152211944,"12. Zhang, T.; Wu, J.; Hong, J.; Zhou, H.; Zheng, J.; Zheng, Z.; Niu, C.; Gao, Z.; Peng, L.; Lin, Z. Optimal Planning and Investment Return Analysis of Grid-Side Energy Storage System Addressing Multi-Dimensional Grid Security Requirements. *Applied Sciences* 2025, 15(22), 11944. https://doi.org/10.3390/app152211944"
mintou_p6_bilonsga_project_review,13,10.3390/app16052357,VERIFIED,A Multi-Objective Optimization Framework for Optimal Configuration of Battery Energy Storage System in Peak Shaving and Valley Filling Scenarios,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fapp16052357,"13. Shen, F.; Luo, Q. A Multi-Objective Optimization Framework for Optimal Configuration of Battery Energy Storage System in Peak Shaving and Valley Filling Scenarios. *Applied Sciences* 2026, 16(5), 2357. https://doi.org/10.3390/app16052357"
mintou_p6_bilonsga_project_review,14,,MANUAL_NO_DOI,,,,,,"14. Saaty, T.L. *The Analytic Hierarchy Process: Planning, Priority Setting, Resource Allocation*; McGraw-Hill: New York, NY, USA, 1980."
mintou_p6_bilonsga_project_review,15,,MANUAL_NO_DOI,,,,,,"15. Hwang, C.-L.; Yoon, K. *Multiple Attribute Decision Making: Methods and Applications*. Lecture Notes in Economics and Mathematical Systems, Vol. 186; Springer: Berlin/Heidelberg, Germany, 1981."
mintou_p6_bilonsga_project_review,16,10.3390/en19143243,VERIFIED,A Secondary-Data-Driven Decision Support Framework for Strategic Energy Investment Prioritization: An Explainable Multi-Criteria Application Across Countries,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19143243,"16. Mizrak, F.; Yasar, O. A Secondary-Data-Driven Decision Support Framework for Strategic Energy Investment Prioritization: An Explainable Multi-Criteria Application Across Countries. *Energies* 2026, 19(14), 3243. https://doi.org/10.3390/en19143243"
mintou_p6_bilonsga_project_review,17,10.3390/app16136727,VERIFIED,A Review of Multi-Objective Optimization-Based Site Selection for Power Plants: Principles and Methods,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fapp16136727,"17. Yang, L.; Zhao, S.; Gao, P.; Feng, X.; Guo, C. A Review of Multi-Objective Optimization-Based Site Selection for Power Plants: Principles and Methods. *Applied Sciences* 2026, 16(13), 6727. https://doi.org/10.3390/app16136727"
mintou_p6_bilonsga_project_review,18,10.3390/electronics14132633,VERIFIED,Quantitative Evaluation of Crucial Substations and Simulation-Driven Impact Assessment of Commissioning Delays in Multi-Voltage Grid Planning,2025,1.000,True,https://api.crossref.org/works/10.3390%2Felectronics14132633,"18. Lu, X.; Li, F.; Liu, J.; Yang, C.; Lin, L. Quantitative Evaluation of Crucial Substations and Simulation-Driven Impact Assessment of Commissioning Delays in Multi-Voltage Grid Planning. *Electronics* 2025, 14(13), 2633. https://doi.org/10.3390/electronics14132633"
mintou_p6_bilonsga_project_review,19,10.3389/fenrg.2025.1561763,VERIFIED,A survey on investment efficiency-oriented power grid infrastructure planning,2025,1.000,True,https://api.crossref.org/works/10.3389%2Ffenrg.2025.1561763,"19. Wu, Q.; Zhou, M.; Yan, J.; Sang, Z.; Wang, S. A survey on investment efficiency-oriented power grid infrastructure planning. *Frontiers in Energy Research* 2025, 13, 1561763. https://doi.org/10.3389/fenrg.2025.1561763"
mintou_p6_bilonsga_project_review,20,10.1109/5326.704576,VERIFIED,A multi-objective genetic local search algorithm and its application to flowshop scheduling,1998,1.000,True,https://api.crossref.org/works/10.1109%2F5326.704576,"20. Ishibuchi, H.; Murata, T. A multi-objective genetic local search algorithm and its application to flowshop scheduling. *IEEE Transactions on Systems, Man, and Cybernetics, Part C* 1998, 28(3), 392--403. https://doi.org/10.1109/5326.704576"
mintou_p6_bilonsga_project_review,21,10.1162/106365600568167,VERIFIED,Approximating the Nondominated Front Using the Pareto Archived Evolution Strategy,2000,1.000,True,https://api.crossref.org/works/10.1162%2F106365600568167,"21. Knowles, J.D.; Corne, D.W. Approximating the Nondominated Front Using the Pareto Archived Evolution Strategy. *Evolutionary Computation* 2000, 8(2), 149--172. https://doi.org/10.1162/106365600568167"
mintou_p6_bilonsga_project_review,22,10.1109/4235.996017,VERIFIED,A fast and elitist multiobjective genetic algorithm: NSGA-II,2002,1.000,True,https://api.crossref.org/works/10.1109%2F4235.996017,"22. Deb, K.; Pratap, A.; Agarwal, S.; Meyarivan, T. A fast and elitist multiobjective genetic algorithm: NSGA-II. *IEEE Transactions on Evolutionary Computation* 2002, 6(2), 182--197. https://doi.org/10.1109/4235.996017"
mintou_p6_bilonsga_project_review,23,10.1109/TEVC.2007.892759,VERIFIED,MOEA/D: A Multiobjective Evolutionary Algorithm Based on Decomposition,2007,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2007.892759,"23. Zhang, Q.; Li, H. MOEA/D: A Multiobjective Evolutionary Algorithm Based on Decomposition. *IEEE Transactions on Evolutionary Computation* 2007, 11(6), 712--731. https://doi.org/10.1109/TEVC.2007.892759"
mintou_p6_bilonsga_project_review,24,10.1109/TEVC.2013.2281535,VERIFIED,"An Evolutionary Many-Objective Optimization Algorithm Using Reference-Point-Based Nondominated Sorting Approach, Part I: Solving Problems With Box Constraints",2014,1.000,True,https://api.crossref.org/works/10.1109%2FTEVC.2013.2281535,"24. Deb, K.; Jain, H. An Evolutionary Many-Objective Optimization Algorithm Using Reference-Point-Based Nondominated Sorting Approach, Part I: Solving Problems With Box Constraints. *IEEE Transactions on Evolutionary Computation* 2014, 18(4), 577--601. https://doi.org/10.1109/TEVC.2013.2281535"
mintou_p6_bilonsga_project_review,25,10.1016/j.swevo.2011.11.003,VERIFIED,Memetic algorithms and memetic computing optimization: A literature review,2012,1.000,True,https://api.crossref.org/works/10.1016%2Fj.swevo.2011.11.003,"25. Neri, F.; Cotta, C. Memetic algorithms and memetic computing optimization: A literature review. *Swarm and Evolutionary Computation* 2012, 2, 1--14. https://doi.org/10.1016/j.swevo.2011.11.003"
mintou_p6_bilonsga_project_review,26,10.3390/en18195232,VERIFIED,Multi-Objective Collaborative Optimization of Distribution Networks with Energy Storage and Electric Vehicles Using an Improved NSGA-II Algorithm,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fen18195232,"26. He, R.; Hao, J.; Zhou, H.; Chen, F. Multi-Objective Collaborative Optimization of Distribution Networks with Energy Storage and Electric Vehicles Using an Improved NSGA-II Algorithm. *Energies* 2025, 18(19), 5232. https://doi.org/10.3390/en18195232"
mintou_p6_bilonsga_project_review,27,10.3390/en18123061,VERIFIED,Multi-Objective Optimization of Offshore Wind Farm Configuration for Energy Storage Based on NSGA-II,2025,1.000,True,https://api.crossref.org/works/10.3390%2Fen18123061,"27. Lin, X.; Meng, W.; Yu, M.; Yang, Z.; Luo, Q.; Rao, Z.; Peng, J.; Chen, Y. Multi-Objective Optimization of Offshore Wind Farm Configuration for Energy Storage Based on NSGA-II. *Energies* 2025, 18(12), 3061. https://doi.org/10.3390/en18123061"
mintou_p6_bilonsga_project_review,28,10.3390/en19122798,VERIFIED,Bi-Objective Resilient Backbone-Grid Planning via a Three-Stage TER-NSGA-II Approach Considering Pumped-Storage Hub Effects,2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19122798,"28. Ding, J.; Liao, Q.; Tang, F.; Li, B.; Yu, Y.; Zhou, T. Bi-Objective Resilient Backbone-Grid Planning via a Three-Stage TER-NSGA-II Approach Considering Pumped-Storage Hub Effects. *Energies* 2026, 19(12), 2798. https://doi.org/10.3390/en19122798"
mintou_p6_bilonsga_project_review,29,10.3390/en19010210,VERIFIED,Vulnerability-Driven Multi-Objective Energy Storage Planning Using Enhanced Beluga Whale Optimization for Resilient Distribution Networks,2025;2026,1.000,True,https://api.crossref.org/works/10.3390%2Fen19010210,"29. Qi, H.; Zhao, C.; Yan, X.; Zhang, W.; Guo, F.; Zhang, L.; Yang, B.; Lu, H. Vulnerability-Driven Multi-Objective Energy Storage Planning Using Enhanced Beluga Whale Optimization for Resilient Distribution Networks. *Energies* 2026, 19(1), 210. https://doi.org/10.3390/en19010210"
mintou_p6_bilonsga_project_review,30,10.1109/ACCESS.2025.3544523,VERIFIED,Enhanced Coati Optimization Algorithm for Static and Dynamic Transmission Network Expansion Planning Problems,2025,1.000,True,https://api.crossref.org/works/10.1109%2FACCESS.2025.3544523,"30. Demirbas, M.; Kenan Dosoglu, M.; Duman, S. Enhanced Coati Optimization Algorithm for Static and Dynamic Transmission Network Expansion Planning Problems. *IEEE Access* 2025, 13, 35068--35100. https://doi.org/10.1109/ACCESS.2025.3544523"
mintou_p6_bilonsga_project_review,31,10.3934/jimo.2026054,VERIFIED,Multi-objective project portfolio scheduling with multi-skilled and inter-project dependency based on NSGA-Ⅱ: Case study,2026,1.000,True,https://api.crossref.org/works/10.3934%2Fjimo.2026054,"31. Zhang, H.; Ma, Y.; Qin, Y. Multi-objective project portfolio scheduling with multi-skilled and inter-project dependency based on NSGA-II: Case study. *Journal of Industrial and Management Optimization* 2026, 22(3), 1464--1490. https://doi.org/10.3934/jimo.2026054"
mintou_p6_bilonsga_project_review,32,10.1016/j.asoc.2025.113058,VERIFIED,"A memetic method for solving portfolio optimization problem under cardinality, quantity, and pre-assignment constraints",2025,1.000,True,https://api.crossref.org/works/10.1016%2Fj.asoc.2025.113058,"32. Regaigui, S.; Bezoui, M.; Moulai, M.; Qaisar, S.M. A memetic method for solving portfolio optimization problem under cardinality, quantity, and pre-assignment constraints. *Applied Soft Computing* 2025, 175, 113058. https://doi.org/10.1016/j.asoc.2025.113058"
mintou_p6_bilonsga_project_review,33,,MANUAL_NO_DOI,,,,,,"33. Lin, Y.; Li, J.; Ruan, X.; Huang, X.; Yang, D. TRACE-MOEA: Traceable Multi-Objective Portfolio Optimization for Power-Grid Investment Review. Unpublished manuscript, 2026; available to editors and reviewers on request."
