protocol_sha256,role,mode,k,n_seeds,n_documents,mean_precision,seed_sd_precision,doc_ci_low_precision,doc_ci_high_precision,seed_min_precision,seed_max_precision,mean_recall,seed_sd_recall,doc_ci_low_recall,doc_ci_high_recall,seed_min_recall,seed_max_recall,mean_f1,seed_sd_f1,doc_ci_low_f1,doc_ci_high_f1,seed_min_f1,seed_max_f1
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,predicted,lead_k,5,5,145,0.2773555555555514,0.0,0.255008829800425,0.2993480160210588,0.2773555555555514,0.2773555555555514,0.7825620161973111,0.0,0.7321032760430022,0.8304005219397246,0.7825620161973111,0.7825620161973111,0.37088156144394285,0.0,0.34385952475119314,0.39997036727244445,0.37088156144394285,0.37088156144394285
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,predicted,lead_k,10,5,145,0.2369042328042331,0.0,0.21245511051132857,0.2635567298260024,0.2369042328042331,0.2369042328042331,0.885861039831628,0.0,0.8432127522604281,0.9221073121720049,0.885861039831628,0.885861039831628,0.33640418939335975,0.0,0.3066102616600437,0.36589602924041303,0.33640418939335975,0.33640418939335975
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,predicted,lexcue,1,5,145,0.5506666666666666,0.0,0.48172239703089864,0.6186956016894621,0.5506666666666666,0.5506666666666666,0.43121147675853566,6.206335383118183e-17,0.3708518478266859,0.4925904361104404,0.4312114767585356,0.4312114767585356,0.4560431024313371,0.0,0.39063381901494565,0.5204940245876711,0.4560431024313371,0.4560431024313371
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,predicted,lexcue,3,5,145,0.34811111111110815,0.0,0.3222676825633257,0.3736166099102294,0.34811111111110815,0.34811111111110815,0.7186142162303928,0.0,0.653231092810698,0.7724455497507624,0.7186142162303928,0.7186142162303928,0.42712696581024706,6.206335383118183e-17,0.39431001851582637,0.45745972878197855,0.427126965810247,0.427126965810247
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,predicted,lexcue,5,5,145,0.2836222222222179,0.0,0.2616856936632953,0.30883529232407686,0.2836222222222179,0.2836222222222179,0.8117989903342846,0.0,0.7669172249282944,0.8532085171178024,0.8117989903342846,0.8117989903342846,0.38060767182593613,0.0,0.35301392809806936,0.40828678463178025,0.38060767182593613,0.38060767182593613
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,predicted,lexcue,10,5,145,0.24323756613756692,0.0,0.219978287474812,0.26957785504410575,0.24323756613756692,0.24323756613756692,0.9282362831068717,0.0,0.8980694447015746,0.953947066422772,0.9282362831068717,0.9282362831068717,0.34671669491045654,0.0,0.3180272713432451,0.3762115554641661,0.34671669491045654,0.34671669491045654
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,predicted,no_graph,1,5,145,0.7765333333333333,0.006062636023674471,0.7268625333996148,0.8217946362228674,0.768,0.7826666666666666,0.6351047405318002,0.0054805007881478605,0.5880829225839586,0.677720698423562,0.6276402960873556,0.640973629420689,0.6656794997377335,0.005638914340391355,0.6190389182196988,0.7107274206746882,0.6580328330710669,0.6716772775155112
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,predicted,no_graph,3,5,145,0.39091111111110954,0.0019474579822408246,0.3744939734799135,0.4074190700034791,0.3883333333333314,0.39366666666666544,0.8404550337462098,0.0037804010473202017,0.8123598011586805,0.868965520890352,0.8362572463484224,0.845912296853473,0.4909968663958436,0.00227125423618596,0.473610111844031,0.5077803749799144,0.48835626921524644,0.4943365777955549
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,predicted,no_graph,5,5,145,0.3053288888888836,0.0005992588014465031,0.28652026042136836,0.32421558927639427,0.3045555555555503,0.30588888888888355,0.9025108784461728,0.0015666931639448422,0.8791489228627135,0.9239056034700287,0.9001793248146192,0.9038610948963893,0.41448645328527584,0.0007749711184469598,0.39476598873453994,0.4350789202685785,0.4135458649193931,0.41516822643587253
f77083b98c269180bd3cd458211a5948837596f73fef592ca5a8bb463726b247,predicted,no_graph,10,5,145,0.2492508994709007,0.00015916448515083663,0.226442258515413,0.2740416420773311,0.24910423280423397,0.249504232804234,0.9667420743526624,0.0007751402876739811,0.9545943861463337,0.9771389247865725,0.9660008333714213,0.967691910812499,0.3562969638457406,0.00020209104767603188,0.3289754430891091,0.3843713353729366,0.3560883753582048,0.35658549188690025
