dataset,horizon_hours,method,method_role,seed,reconciliation,hierarchy_weighted_smape,leaf_smape,region_smape,system_smape,leaf_mae,region_mae,system_mae,coherence_violation,runtime_s,train_samples,test_samples,source_status
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-NoCalendar (neural),ablation,109,OLS-Reconciled,0.28740312,0.40930630,0.27542706,0.17747600,0.51165065,1.04966834,2.74342279,0.00000000,2.6872,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-NoCalendar (neural),ablation,127,Base,0.29604556,0.42235061,0.28248426,0.18330180,0.52483802,1.07310161,2.81295105,0.04668511,2.6085,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-NoCalendar (neural),ablation,127,Bottom-Up,0.29736655,0.42235061,0.28440751,0.18534154,0.52483802,1.08185055,2.86202327,0.00000000,2.6085,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-NoCalendar (neural),ablation,127,Top-Down,0.36728924,0.56683405,0.35173188,0.18330180,0.70978136,1.34428428,2.81295105,0.00000000,2.6085,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-NoCalendar (neural),ablation,127,OLS-Reconciled,0.29535405,0.42058307,0.28266302,0.18281605,0.52228686,1.07239745,2.80641265,0.00000000,2.6085,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-NoCalendar (neural),ablation,139,Base,0.28996264,0.41285291,0.27899267,0.17804233,0.51688327,1.06147052,2.73664969,0.03943953,2.6001,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-NoCalendar (neural),ablation,139,Bottom-Up,0.28948313,0.41285291,0.27809640,0.17750007,0.51688327,1.06091865,2.74923052,0.00000000,2.6001,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-NoCalendar (neural),ablation,139,Top-Down,0.36266241,0.56257769,0.34736720,0.17804233,0.70280281,1.32675403,2.73664969,0.00000000,2.6001,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-NoCalendar (neural),ablation,139,OLS-Reconciled,0.28962094,0.41277414,0.27856755,0.17752112,0.51584429,1.05876500,2.73121727,0.00000000,2.6001,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,11,Base,0.28533969,0.40933390,0.27228175,0.17440342,0.50848711,1.04124328,2.69750230,0.04527967,1.9088,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,11,Bottom-Up,0.28601573,0.40933390,0.27303708,0.17567620,0.50848711,1.04314361,2.71611691,0.00000000,1.9088,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,11,Top-Down,0.35883422,0.55896920,0.34313003,0.17440342,0.69851014,1.31404944,2.69750230,0.00000000,1.9088,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,11,OLS-Reconciled,0.28421584,0.40673343,0.27225615,0.17365796,0.50732283,1.03902236,2.68910803,0.00000000,1.9088,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,23,Base,0.29270209,0.41752353,0.27997492,0.18060783,0.51879068,1.06150863,2.75972450,0.04309958,1.9242,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,23,Bottom-Up,0.29338175,0.41752353,0.28056793,0.18205379,0.51879068,1.06707645,2.80656610,0.00000000,1.9242,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,23,Top-Down,0.36495395,0.56485338,0.34940063,0.18060783,0.70578058,1.33287714,2.75972450,0.00000000,1.9242,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,23,OLS-Reconciled,0.29207772,0.41625225,0.27960810,0.18037280,0.51556463,1.05824378,2.75924378,0.00000000,1.9242,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,47,Base,0.29171804,0.41781272,0.27830086,0.17904055,0.52254504,1.06330296,2.76449354,0.03917311,1.9550,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,47,Bottom-Up,0.29485561,0.41781272,0.28244522,0.18430890,0.52254504,1.07836756,2.85177969,0.00000000,1.9550,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,47,Top-Down,0.36285987,0.56239062,0.34714845,0.17904055,0.70419551,1.33078897,2.76449354,0.00000000,1.9550,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,47,OLS-Reconciled,0.28981427,0.41291321,0.27727905,0.17925055,0.51594467,1.05851039,2.76840808,0.00000000,1.9550,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,59,Base,0.28272455,0.40542457,0.26947813,0.17327094,0.50191743,1.03310406,2.67635810,0.04433888,1.9225,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,59,Bottom-Up,0.28338088,0.40542457,0.26982835,0.17488970,0.50191743,1.02983911,2.68480624,0.00000000,1.9225,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,59,Top-Down,0.35663252,0.55570915,0.34091748,0.17327094,0.69385019,1.30456907,2.67635810,0.00000000,1.9225,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,59,OLS-Reconciled,0.28160900,0.40320696,0.26912612,0.17249392,0.50288469,1.03036348,2.66621123,0.00000000,1.9225,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,71,Base,0.30701624,0.43861676,0.29217443,0.19025755,0.53921907,1.09952991,2.88065766,0.03990674,1.9747,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,71,Bottom-Up,0.31091277,0.43861676,0.29622653,0.19789502,0.53921907,1.12023649,3.02762512,0.00000000,1.9747,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,71,Top-Down,0.37290185,0.57140961,0.35703839,0.19025755,0.71497010,1.35894618,2.88065766,0.00000000,1.9747,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,71,OLS-Reconciled,0.30458802,0.43236192,0.29058299,0.19081915,0.52972554,1.09211385,2.89209465,0.00000000,1.9747,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,83,Base,0.29332590,0.41857615,0.28034422,0.18105734,0.52031154,1.06286046,2.76472781,0.04527662,1.9553,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,83,Bottom-Up,0.29341988,0.41857615,0.28027969,0.18140379,0.52031154,1.06807107,2.80516688,0.00000000,1.9553,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,83,Top-Down,0.36536403,0.56518081,0.34985394,0.18105734,0.70621360,1.33403855,2.76472781,0.00000000,1.9553,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,83,OLS-Reconciled,0.29268077,0.41749831,0.28019214,0.18035184,0.51720381,1.05978617,2.75998342,0.00000000,1.9553,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,97,Base,0.28549821,0.40834891,0.27292408,0.17522164,0.51045558,1.04333320,2.70530137,0.04414176,1.9697,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,97,Bottom-Up,0.28668585,0.40834891,0.27404714,0.17766151,0.51045558,1.04825806,2.75413879,0.00000000,1.9697,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,97,Top-Down,0.35993157,0.56008893,0.34448415,0.17522164,0.69962825,1.31753579,2.70530137,0.00000000,1.9697,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,97,OLS-Reconciled,0.28448634,0.40617158,0.27274476,0.17454270,0.50902709,1.04069943,2.69957765,0.00000000,1.9697,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,109,Base,0.28814878,0.41367584,0.27466100,0.17610948,0.51486331,1.04940625,2.72038359,0.04182803,2.0694,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,109,Bottom-Up,0.28999869,0.41367584,0.27698851,0.17933172,0.51486331,1.05905132,2.78498155,0.00000000,2.0694,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,109,Top-Down,0.36068169,0.56102517,0.34491040,0.17610948,0.70212424,1.32206782,2.72038359,0.00000000,2.0694,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,109,OLS-Reconciled,0.28595629,0.40840496,0.27363008,0.17583382,0.50948947,1.04414064,2.71978224,0.00000000,2.0694,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,127,Base,0.29160657,0.41544330,0.27944050,0.17993591,0.51816776,1.06308740,2.76204292,0.04779175,2.0270,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,127,Bottom-Up,0.29130674,0.41544330,0.27877644,0.17970049,0.51816776,1.06264052,2.77978812,0.00000000,2.0270,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,127,Top-Down,0.36430190,0.56405188,0.34891791,0.17993591,0.70517645,1.33252332,2.76204292,0.00000000,2.0270,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,127,OLS-Reconciled,0.29174929,0.41632956,0.27998256,0.17893577,0.51842929,1.06198425,2.75082297,0.00000000,2.0270,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,139,Base,0.29377228,0.41984738,0.28166240,0.17980707,0.52315794,1.06801117,2.75406620,0.04095554,2.0165,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,139,Bottom-Up,0.29478431,0.41984738,0.28233570,0.18216985,0.52315794,1.07496647,2.81699623,0.00000000,2.0165,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,139,Top-Down,0.36447707,0.56457996,0.34904417,0.17980707,0.70528952,1.33179199,2.75406620,0.00000000,2.0165,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EqualNeighbors (neural),ablation,139,OLS-Reconciled,0.29255033,0.41712633,0.28087494,0.17964974,0.51843158,1.06392200,2.75490821,0.00000000,2.0165,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,11,Base,0.28134042,0.39891243,0.27110732,0.17400150,0.49723952,1.02923480,2.66989410,0.03385572,2.9507,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,11,Bottom-Up,0.27919265,0.39891243,0.26795669,0.17070882,0.49723952,1.01982939,2.63482460,0.00000000,2.9507,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,11,Top-Down,0.35760442,0.55654218,0.34226959,0.17400150,0.69301218,1.30380353,2.66989410,0.00000000,2.9507,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,11,OLS-Reconciled,0.28181052,0.40124459,0.27117741,0.17300956,0.50007058,1.02894367,2.65827490,0.00000000,2.9507,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,23,Base,0.29289844,0.41551184,0.28019497,0.18298852,0.51423221,1.06082520,2.78814944,0.03356030,3.0262,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,23,Bottom-Up,0.29133606,0.41551184,0.27770406,0.18079229,0.51423221,1.05595990,2.78185384,0.00000000,3.0262,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,23,Top-Down,0.36658776,0.56614300,0.35063178,0.18298852,0.70731166,1.33685252,2.78814944,0.00000000,3.0262,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,23,OLS-Reconciled,0.29358432,0.41825626,0.27996029,0.18253641,0.51517634,1.05851913,2.78445758,0.00000000,3.0262,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,47,Base,0.28619710,0.40560880,0.27484179,0.17814071,0.50886961,1.05087099,2.75070085,0.04044737,2.9077,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,47,Bottom-Up,0.28606530,0.40560880,0.27414002,0.17844708,0.50886961,1.04942732,2.75928021,0.00000000,2.9077,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,47,Top-Down,0.36231311,0.56241084,0.34638779,0.17814071,0.70378490,1.32663419,2.75070085,0.00000000,2.9077,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,47,OLS-Reconciled,0.28592283,0.40609823,0.27396351,0.17770676,0.50839091,1.04732205,2.74408337,0.00000000,2.9077,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,59,Base,0.28649429,0.40772666,0.27515779,0.17659842,0.51112719,1.04916700,2.72475874,0.03844452,2.9324,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,59,Bottom-Up,0.28834647,0.40772666,0.27719544,0.18011730,0.51112719,1.05743610,2.78610998,0.00000000,2.9324,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,59,Top-Down,0.36152744,0.56188759,0.34609632,0.17659842,0.70272514,1.32457257,2.72475874,0.00000000,2.9324,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,59,OLS-Reconciled,0.28497565,0.40437604,0.27394078,0.17661014,0.50686033,1.04446101,2.72546663,0.00000000,2.9324,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,71,Base,0.29159235,0.41527918,0.28012232,0.17937554,0.51594066,1.06161291,2.75300931,0.04038125,2.9014,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,71,Bottom-Up,0.29243782,0.41527918,0.28004791,0.18198637,0.51594066,1.06281792,2.79867123,0.00000000,2.9014,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,71,Top-Down,0.36307582,0.56272839,0.34712351,0.17937554,0.70284851,1.32542289,2.75300931,0.00000000,2.9014,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,71,OLS-Reconciled,0.29066521,0.41425719,0.27829481,0.17944365,0.51370201,1.05488036,2.75454006,0.00000000,2.9014,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,83,Base,0.28635423,0.40911919,0.27383570,0.17610780,0.51292004,1.04932714,2.72985610,0.05130637,2.9358,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,83,Bottom-Up,0.28707783,0.40911919,0.27479561,0.17731869,0.51292004,1.05193954,2.74268373,0.00000000,2.9358,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,83,Top-Down,0.36005220,0.56011434,0.34393447,0.17610780,0.70079266,1.32000462,2.72985610,0.00000000,2.9358,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,83,OLS-Reconciled,0.28663792,0.41081207,0.27363684,0.17546484,0.51320776,1.04757655,2.71890501,0.00000000,2.9358,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,97,Base,0.28651601,0.40640894,0.27530801,0.17783109,0.50589467,1.04509273,2.73258068,0.03345455,2.9270,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,97,Bottom-Up,0.28474668,0.40640894,0.27296393,0.17486716,0.50589467,1.03851775,2.69864537,0.00000000,2.9270,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,97,Top-Down,0.36046226,0.55902264,0.34453304,0.17783109,0.69743429,1.31481501,2.73258068,0.00000000,2.9270,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,97,OLS-Reconciled,0.28654273,0.40758008,0.27502840,0.17701970,0.50673723,1.04338944,2.72243607,0.00000000,2.9270,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,109,Base,0.28820074,0.40920820,0.27629679,0.17909724,0.51166600,1.05192773,2.75428276,0.03205833,2.9021,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,109,Bottom-Up,0.28773947,0.40920820,0.27540101,0.17860921,0.51166600,1.05143090,2.76392815,0.00000000,2.9021,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,109,Top-Down,0.36336432,0.56366126,0.34733447,0.17909724,0.70508634,1.32914137,2.75428276,0.00000000,2.9021,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,109,OLS-Reconciled,0.28808777,0.40981529,0.27562206,0.17882597,0.51109612,1.04889695,2.75229685,0.00000000,2.9021,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,127,Base,0.28453010,0.40390179,0.27327577,0.17641274,0.50425050,1.03836854,2.70966865,0.03785734,2.9431,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,127,Bottom-Up,0.28398355,0.40390179,0.27236694,0.17568192,0.50425050,1.03591871,2.70295593,0.00000000,2.9431,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,127,Top-Down,0.36016882,0.55976783,0.34432590,0.17641274,0.69832004,1.31460173,2.70966865,0.00000000,2.9431,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,127,OLS-Reconciled,0.28455052,0.40502134,0.27275930,0.17587091,0.50494835,1.03682012,2.70202285,0.00000000,2.9431,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,139,Base,0.28464179,0.40434675,0.27318724,0.17639137,0.50650490,1.04315300,2.71812114,0.03364711,2.9815,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,139,Bottom-Up,0.28423109,0.40434675,0.27227849,0.17606802,0.50650490,1.04321388,2.73204248,0.00000000,2.9815,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,139,Top-Down,0.36131693,0.56180109,0.34575833,0.17639137,0.70278088,1.32340471,2.71812114,0.00000000,2.9815,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,MLP,baseline,139,OLS-Reconciled,0.28442425,0.40475398,0.27259052,0.17592824,0.50585769,1.04000740,2.71451152,0.00000000,2.9815,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,11,Base,0.27869941,0.39235061,0.26944113,0.17430649,0.49517343,1.02623968,2.67600285,0.00287021,2.5536,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,11,Bottom-Up,0.27828568,0.39235061,0.26887164,0.17363479,0.49517343,1.02449916,2.66752225,0.00000000,2.5536,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,11,Top-Down,0.35877456,0.55842122,0.34359597,0.17430649,0.69567227,1.30884868,2.67600285,0.00000000,2.5536,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,11,OLS-Reconciled,0.27915063,0.39359838,0.26963636,0.17421715,0.49621476,1.02683400,2.67487144,0.00000000,2.5536,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,23,Base,0.28084737,0.39647038,0.27080495,0.17526677,0.49979845,1.03359794,2.69947375,0.00052231,2.5445,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,23,Bottom-Up,0.28076580,0.39647038,0.27069667,0.17513036,0.49979845,1.03325473,2.69769666,0.00000000,2.5445,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,23,Top-Down,0.35975642,0.55953313,0.34446935,0.17526677,0.69800922,1.31476016,2.69947375,0.00000000,2.5445,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,23,OLS-Reconciled,0.28092449,0.39668316,0.27084095,0.17524937,0.49999160,1.03371215,2.69924688,0.00000000,2.5445,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,47,Base,0.27908328,0.39345956,0.26969868,0.17409161,0.49686293,1.02909537,2.68115365,0.00037007,2.5086,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,47,Bottom-Up,0.27902643,0.39345956,0.26962246,0.17399727,0.49686293,1.02885537,2.67993041,0.00000000,2.5086,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,47,Top-Down,0.35894808,0.55900482,0.34374782,0.17409161,0.69718863,1.31166765,2.68115365,0.00000000,2.5086,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,47,OLS-Reconciled,0.27913891,0.39361289,0.26972427,0.17407956,0.49699843,1.02917568,2.68099737,0.00000000,2.5086,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,DLinear,baseline,59,Base,0.28029547,0.39532788,0.27042332,0.17513521,0.49925828,1.03267323,2.69813413,0.00095203,2.6076,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
