dataset,split_id,train_ratio,train_end_index,train_end_timestamp,horizon_hours,method,method_role,mae,rmse,mape,smape,normalized_mae,peak_load_error,runtime_s,train_samples,test_samples,source_status
opsd,rolling_1,0.55,19250,2017-03-14T09:00:00Z,24,Euclidean-GCN Ridge,baseline,2279.03118894,3339.65718266,0.07406903,0.07350334,0.02677591,4027.64035339,0.763897,28623,23589,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_1,0.55,19250,2017-03-14T09:00:00Z,24,HyG-LoadFormer,proposed,1339.70269584,2514.24339371,0.03959007,0.03932803,0.01573991,2780.51883833,1.544022,28623,23589,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_1,0.55,19250,2017-03-14T09:00:00Z,24,Ablation-FixedCurvature,ablation,2276.51471595,3344.20347191,0.07365214,0.07306362,0.02674634,4019.95560602,0.805476,28623,23589,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_1,0.55,19250,2017-03-14T09:00:00Z,24,Ablation-NoCalendar,ablation,2471.66998866,3554.88160144,0.07397696,0.07331206,0.02903918,4357.44194074,0.513828,28623,23589,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,1,Persistence,baseline,1256.99770238,1794.25153383,0.03778968,0.03801381,0.01469039,2019.63710555,0.002261,33873,18374,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,1,Weekly-168h,baseline,1960.16450346,3628.00128209,0.05437666,0.05328068,0.02290822,4434.12513602,0.004196,33873,18374,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,1,AR-Calendar Ridge,baseline,767.19190079,1097.07123333,0.02345093,0.02349905,0.00896608,1191.86008410,0.478109,33873,18374,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,1,Euclidean-GCN Ridge,baseline,753.37556509,1082.02236458,0.02275695,0.02279822,0.00880461,1161.10463291,0.904872,33873,18374,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,1,HyG-LoadFormer,proposed,758.79516955,1089.68825595,0.02308040,0.02312942,0.00886795,1176.34581712,1.777086,33873,18374,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,1,Ablation-FixedCurvature,ablation,757.06456456,1087.59065450,0.02296371,0.02301065,0.00884773,1171.65533455,0.901346,33873,18374,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,1,Ablation-NoCalendar,ablation,695.84083057,1051.76457606,0.02019630,0.02025983,0.00813221,1119.42387419,0.560544,33873,18374,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,24,Persistence,baseline,2503.92571660,4299.01911627,0.07372349,0.07442855,0.02943267,4169.37022901,0.002117,33873,18339,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,24,Weekly-168h,baseline,1961.98640984,3642.78052589,0.05444624,0.05336611,0.02306239,4308.30943293,0.004031,33873,18339,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,24,AR-Calendar Ridge,baseline,2199.79116949,3299.45030061,0.06933593,0.06922331,0.02585769,3962.48858926,0.483686,33873,18339,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,24,Euclidean-GCN Ridge,baseline,2192.84647106,3277.09687842,0.06979698,0.06952244,0.02577606,3909.80373579,0.933404,33873,18339,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,24,HyG-LoadFormer,proposed,1331.82803891,2459.16425182,0.03867833,0.03841974,0.01565512,2801.65742091,1.795859,33873,18339,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,24,Ablation-FixedCurvature,ablation,2191.88752046,3282.24229891,0.06948642,0.06918238,0.02576478,3900.21949147,0.855507,33873,18339,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_2,0.65,22750,2017-08-07T05:00:00Z,24,Ablation-NoCalendar,ablation,2471.16021882,3563.07001595,0.07302255,0.07243386,0.02904753,4331.57575663,0.596095,33873,18339,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,1,Persistence,baseline,1250.67449229,1781.56944849,0.03751721,0.03772623,0.01469446,1989.61995430,0.001420,39123,13124,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,1,Weekly-168h,baseline,2038.22577618,3739.94630818,0.05603590,0.05514845,0.02394757,4785.70525514,0.002313,39123,13124,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,1,AR-Calendar Ridge,baseline,714.43538642,1074.33210699,0.02100887,0.02106884,0.00839406,1201.93080535,0.534063,39123,13124,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,1,Euclidean-GCN Ridge,baseline,710.25562949,1062.94492478,0.02082313,0.02087171,0.00834495,1176.16971878,1.005572,39123,13124,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,1,HyG-LoadFormer,proposed,709.83366576,1068.77538868,0.02081905,0.02087740,0.00834000,1187.02449152,1.988346,39123,13124,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,1,Ablation-FixedCurvature,ablation,709.85934290,1066.97797205,0.02080217,0.02085734,0.00834030,1182.80995663,1.026826,39123,13124,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,1,Ablation-NoCalendar,ablation,696.84432981,1066.49585538,0.02005674,0.02011171,0.00818738,1159.92627404,0.617658,39123,13124,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,24,Persistence,baseline,2530.80977335,4342.82096249,0.07418568,0.07492986,0.02983882,4221.76165011,0.001494,39123,13089,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,24,Weekly-168h,baseline,2037.78338273,3752.19301140,0.05602726,0.05517554,0.02402593,4705.87662338,0.002231,39123,13089,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,24,AR-Calendar Ridge,baseline,2210.85637879,3331.13721240,0.06918578,0.06917349,0.02606650,3973.08462573,0.544650,39123,13089,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,24,Euclidean-GCN Ridge,baseline,2189.70897796,3301.98470788,0.06887106,0.06871906,0.02581717,3914.34107301,1.013691,39123,13089,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,24,HyG-LoadFormer,proposed,1382.85558428,2558.15849058,0.03969063,0.03956947,0.01630418,3001.77634378,2.028534,39123,13089,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,24,Ablation-FixedCurvature,ablation,2191.70880612,3308.35594853,0.06870759,0.06853075,0.02584075,3906.79228103,1.013336,39123,13089,public_data_benchmark_v4_rolling_residual_hyg_rolling
opsd,rolling_3,0.75,26250,2017-12-31T01:00:00Z,24,Ablation-NoCalendar,ablation,2498.37472102,3600.47124508,0.07345150,0.07290434,0.02945641,4379.23457240,0.618574,39123,13089,public_data_benchmark_v4_rolling_residual_hyg_rolling
