cell_id,factor,method,risk_aggregation,quality_compliance_share,n_preferences,preference_profile,seed_index,seed_value,hv_reported_empirical_ref1p1_clipped,hv_analytic_ref1p2,matched_single_hv_analytic_ref1p2,compromise_max_score,full_front_size,portfolio_size,trace_event_count
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,19,850461,0.1764663606,0.1058452646,0.0160103377,0.9856282265,37,13,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,20,858380,0.1759171583,0.1067590790,0.0137222861,0.9825172565,39,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,21,866299,0.1782888651,0.1093549031,0.0143386170,0.9862420734,38,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,22,874218,0.1780399748,0.1106539398,0.0140089894,0.9847842236,39,13,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,23,882137,0.1769817993,0.1093648015,0.0139077284,0.9836126054,39,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,24,890056,0.1788107147,0.1107111908,0.0160816935,0.9846424306,39,13,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,25,897975,0.1759903445,0.1062761393,0.0147268147,0.9855581501,39,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,26,905894,0.1772784936,0.1050656851,0.0124256270,0.9847741379,39,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,27,913813,0.1778966553,0.1056649000,0.0138143786,0.9837869176,39,13,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,28,921732,0.1790808213,0.1032310663,0.0127931754,0.9856580233,39,14,0
quality_compliance_025,formulation,NoPreferenceRanking-MOEA,mean,0.2500000000,not_applicable,not_applicable,29,929651,0.1788735630,0.1053428526,0.0130875983,0.9816672643,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,0,700000,0.1726604498,0.1043640879,0.0134653933,0.9830905796,38,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,1,707919,0.1715255931,0.1025149612,0.0116285993,0.9868308287,39,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,2,715838,0.1707769821,0.1060767271,0.0146796001,0.9870835687,38,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,3,723757,0.1698519984,0.1067312951,0.0132543226,0.9848852477,37,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,4,731676,0.1739933736,0.1042786446,0.0145421329,0.9831813349,38,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,5,739595,0.1763972999,0.1003968775,0.0127682588,0.9819146985,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,6,747514,0.1735008753,0.1051231617,0.0140105038,0.9846099157,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,7,755433,0.1743892639,0.1059350296,0.0132831252,0.9849183062,38,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,8,763352,0.1707212508,0.1009331546,0.0150172763,0.9837504524,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,9,771271,0.1738423239,0.1024408666,0.0126629680,0.9812810256,38,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,10,779190,0.1726231625,0.1064782388,0.0140650915,0.9836297921,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,11,787109,0.1720002690,0.1023957780,0.0128140172,0.9855244175,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,12,795028,0.1713291601,0.1059597270,0.0135081166,0.9833500838,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,13,802947,0.1688046753,0.0998957201,0.0149314058,0.9833096182,39,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,14,810866,0.1745864861,0.1015826390,0.0147853283,0.9847926747,39,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,15,818785,0.1685096327,0.1031131768,0.0210880233,0.9885922300,39,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,16,826704,0.1743643030,0.1054401137,0.0143104377,0.9827640842,38,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,17,834623,0.1707761381,0.1046312105,0.0147677449,0.9846749925,38,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,18,842542,0.1720532340,0.1031198871,0.0159987917,0.9847981156,38,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,19,850461,0.1743465275,0.1033298366,0.0128125003,0.9854655003,38,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,20,858380,0.1736440399,0.1060532893,0.0144279999,0.9844826875,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,21,866299,0.1720344032,0.1002411134,0.0155286299,0.9853773240,37,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,22,874218,0.1714689113,0.1096341621,0.0158395565,0.9844864788,39,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,23,882137,0.1704697526,0.1035185849,0.0126587315,0.9872270413,39,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,24,890056,0.1713099734,0.1024156337,0.0122946639,0.9849051724,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,25,897975,0.1700695255,0.1018152707,0.0146214970,0.9837033607,39,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,26,905894,0.1710289253,0.1029933547,0.0133774959,0.9841834347,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,27,913813,0.1699067790,0.1064800214,0.0126859602,0.9844925014,39,14,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,28,921732,0.1738112197,0.1050470811,0.0147020973,0.9835164726,39,13,0
quality_compliance_075,formulation,NoPreferenceRanking-MOEA,mean,0.7500000000,not_applicable,not_applicable,29,929651,0.1693904747,0.1012930460,0.0137170702,0.9851125753,39,13,0
