run_namespace,cap,horizon_hours,architecture,seed_index,seed,parameter_count,epochs,batch_size,checkpoint_epochs,execution_status,failure_code,sanitized_exception_class,training_runtime_s
p1_ieee_access_upgrade_v2,0.70,24,DLinear,8,127,106,20,256,5|10|15|20,completed,,,0.3775224
p1_ieee_access_upgrade_v2,0.70,24,TCN,8,127,28273,20,256,5|10|15|20,completed,,,0.8140281
p1_ieee_access_upgrade_v2,0.70,24,GRU,9,139,8257,20,256,5|10|15|20,completed,,,0.5083355
p1_ieee_access_upgrade_v2,0.70,24,LSTM,9,139,10993,20,256,5|10|15|20,completed,,,0.5118631
p1_ieee_access_upgrade_v2,0.70,24,DLinear,9,139,106,20,256,5|10|15|20,completed,,,0.3728693
p1_ieee_access_upgrade_v2,0.70,24,TCN,9,139,28273,20,256,5|10|15|20,completed,,,0.8165759
p1_ieee_access_upgrade_v2,0.60,1,GRU,0,11,8257,20,256,5|10|15|20,completed,,,0.5144575
p1_ieee_access_upgrade_v2,0.60,1,LSTM,0,11,10993,20,256,5|10|15|20,completed,,,0.5056656
p1_ieee_access_upgrade_v2,0.60,1,DLinear,0,11,106,20,256,5|10|15|20,completed,,,0.3734439
p1_ieee_access_upgrade_v2,0.60,1,TCN,0,11,28273,20,256,5|10|15|20,completed,,,0.8208866
p1_ieee_access_upgrade_v2,0.60,1,GRU,1,23,8257,20,256,5|10|15|20,completed,,,0.5170779
p1_ieee_access_upgrade_v2,0.60,1,LSTM,1,23,10993,20,256,5|10|15|20,completed,,,0.5018148
p1_ieee_access_upgrade_v2,0.60,1,DLinear,1,23,106,20,256,5|10|15|20,completed,,,0.3772009
p1_ieee_access_upgrade_v2,0.60,1,TCN,1,23,28273,20,256,5|10|15|20,completed,,,0.8191103
p1_ieee_access_upgrade_v2,0.60,1,GRU,2,47,8257,20,256,5|10|15|20,completed,,,0.5216581
p1_ieee_access_upgrade_v2,0.60,1,LSTM,2,47,10993,20,256,5|10|15|20,completed,,,0.5003084
p1_ieee_access_upgrade_v2,0.60,1,DLinear,2,47,106,20,256,5|10|15|20,completed,,,0.3824047
p1_ieee_access_upgrade_v2,0.60,1,TCN,2,47,28273,20,256,5|10|15|20,completed,,,0.8339508
p1_ieee_access_upgrade_v2,0.60,1,GRU,3,59,8257,20,256,5|10|15|20,completed,,,0.5225412
p1_ieee_access_upgrade_v2,0.60,1,LSTM,3,59,10993,20,256,5|10|15|20,completed,,,0.5109977
p1_ieee_access_upgrade_v2,0.60,1,DLinear,3,59,106,20,256,5|10|15|20,completed,,,0.3835039
p1_ieee_access_upgrade_v2,0.60,1,TCN,3,59,28273,20,256,5|10|15|20,completed,,,0.8111466
p1_ieee_access_upgrade_v2,0.60,1,GRU,4,71,8257,20,256,5|10|15|20,completed,,,0.520685
p1_ieee_access_upgrade_v2,0.60,1,LSTM,4,71,10993,20,256,5|10|15|20,completed,,,0.5092884
p1_ieee_access_upgrade_v2,0.60,1,DLinear,4,71,106,20,256,5|10|15|20,completed,,,0.3702576
p1_ieee_access_upgrade_v2,0.60,1,TCN,4,71,28273,20,256,5|10|15|20,completed,,,0.8137946
p1_ieee_access_upgrade_v2,0.60,1,GRU,5,83,8257,20,256,5|10|15|20,completed,,,0.6449329
p1_ieee_access_upgrade_v2,0.60,1,LSTM,5,83,10993,20,256,5|10|15|20,completed,,,0.6474574
p1_ieee_access_upgrade_v2,0.60,1,DLinear,5,83,106,20,256,5|10|15|20,completed,,,0.5116577
p1_ieee_access_upgrade_v2,0.60,1,TCN,5,83,28273,20,256,5|10|15|20,completed,,,0.8300215
p1_ieee_access_upgrade_v2,0.60,1,GRU,6,97,8257,20,256,5|10|15|20,completed,,,0.6107477
p1_ieee_access_upgrade_v2,0.60,1,LSTM,6,97,10993,20,256,5|10|15|20,completed,,,0.5430642
p1_ieee_access_upgrade_v2,0.60,1,DLinear,6,97,106,20,256,5|10|15|20,completed,,,0.3766965
p1_ieee_access_upgrade_v2,0.60,1,TCN,6,97,28273,20,256,5|10|15|20,completed,,,0.8089754
p1_ieee_access_upgrade_v2,0.60,1,GRU,7,109,8257,20,256,5|10|15|20,completed,,,0.6300663
p1_ieee_access_upgrade_v2,0.60,1,LSTM,7,109,10993,20,256,5|10|15|20,completed,,,0.6548779
p1_ieee_access_upgrade_v2,0.60,1,DLinear,7,109,106,20,256,5|10|15|20,completed,,,0.4953344
p1_ieee_access_upgrade_v2,0.60,1,TCN,7,109,28273,20,256,5|10|15|20,completed,,,1.0822189
p1_ieee_access_upgrade_v2,0.60,1,GRU,8,127,8257,20,256,5|10|15|20,completed,,,0.6119489
p1_ieee_access_upgrade_v2,0.60,1,LSTM,8,127,10993,20,256,5|10|15|20,completed,,,0.631264
p1_ieee_access_upgrade_v2,0.60,1,DLinear,8,127,106,20,256,5|10|15|20,completed,,,0.4548826
p1_ieee_access_upgrade_v2,0.60,1,TCN,8,127,28273,20,256,5|10|15|20,completed,,,0.9606199
p1_ieee_access_upgrade_v2,0.60,1,GRU,9,139,8257,20,256,5|10|15|20,completed,,,0.6140008
p1_ieee_access_upgrade_v2,0.60,1,LSTM,9,139,10993,20,256,5|10|15|20,completed,,,0.6286273
p1_ieee_access_upgrade_v2,0.60,1,DLinear,9,139,106,20,256,5|10|15|20,completed,,,0.4688177
p1_ieee_access_upgrade_v2,0.60,1,TCN,9,139,28273,20,256,5|10|15|20,completed,,,1.0538762
p1_ieee_access_upgrade_v2,0.60,24,GRU,0,11,8257,20,256,5|10|15|20,completed,,,0.5199376
p1_ieee_access_upgrade_v2,0.60,24,LSTM,0,11,10993,20,256,5|10|15|20,completed,,,0.5049439
p1_ieee_access_upgrade_v2,0.60,24,DLinear,0,11,106,20,256,5|10|15|20,completed,,,0.3847302
p1_ieee_access_upgrade_v2,0.60,24,TCN,0,11,28273,20,256,5|10|15|20,completed,,,0.811359
p1_ieee_access_upgrade_v2,0.60,24,GRU,1,23,8257,20,256,5|10|15|20,completed,,,0.5068076
p1_ieee_access_upgrade_v2,0.60,24,LSTM,1,23,10993,20,256,5|10|15|20,completed,,,0.5470376
p1_ieee_access_upgrade_v2,0.60,24,DLinear,1,23,106,20,256,5|10|15|20,completed,,,0.5428587
p1_ieee_access_upgrade_v2,0.60,24,TCN,1,23,28273,20,256,5|10|15|20,completed,,,0.959592
p1_ieee_access_upgrade_v2,0.60,24,GRU,2,47,8257,20,256,5|10|15|20,completed,,,0.6377185
p1_ieee_access_upgrade_v2,0.60,24,LSTM,2,47,10993,20,256,5|10|15|20,completed,,,0.6645959
p1_ieee_access_upgrade_v2,0.60,24,DLinear,2,47,106,20,256,5|10|15|20,completed,,,0.5358197
p1_ieee_access_upgrade_v2,0.60,24,TCN,2,47,28273,20,256,5|10|15|20,completed,,,1.0758079
p1_ieee_access_upgrade_v2,0.60,24,GRU,3,59,8257,20,256,5|10|15|20,completed,,,0.591484
p1_ieee_access_upgrade_v2,0.60,24,LSTM,3,59,10993,20,256,5|10|15|20,completed,,,0.5128529
p1_ieee_access_upgrade_v2,0.60,24,DLinear,3,59,106,20,256,5|10|15|20,completed,,,0.3811039
p1_ieee_access_upgrade_v2,0.60,24,TCN,3,59,28273,20,256,5|10|15|20,completed,,,0.8244489
p1_ieee_access_upgrade_v2,0.60,24,GRU,4,71,8257,20,256,5|10|15|20,completed,,,0.5742602
p1_ieee_access_upgrade_v2,0.60,24,LSTM,4,71,10993,20,256,5|10|15|20,completed,,,0.5041703
p1_ieee_access_upgrade_v2,0.60,24,DLinear,4,71,106,20,256,5|10|15|20,completed,,,0.3810592
p1_ieee_access_upgrade_v2,0.60,24,TCN,4,71,28273,20,256,5|10|15|20,completed,,,0.8082131
p1_ieee_access_upgrade_v2,0.60,24,GRU,5,83,8257,20,256,5|10|15|20,completed,,,0.6115996
p1_ieee_access_upgrade_v2,0.60,24,LSTM,5,83,10993,20,256,5|10|15|20,completed,,,0.5136227
p1_ieee_access_upgrade_v2,0.60,24,DLinear,5,83,106,20,256,5|10|15|20,completed,,,0.3778788
p1_ieee_access_upgrade_v2,0.60,24,TCN,5,83,28273,20,256,5|10|15|20,completed,,,0.8475505
p1_ieee_access_upgrade_v2,0.60,24,GRU,6,97,8257,20,256,5|10|15|20,completed,,,0.5389884
p1_ieee_access_upgrade_v2,0.60,24,LSTM,6,97,10993,20,256,5|10|15|20,completed,,,0.5114006
p1_ieee_access_upgrade_v2,0.60,24,DLinear,6,97,106,20,256,5|10|15|20,completed,,,0.3822934
p1_ieee_access_upgrade_v2,0.60,24,TCN,6,97,28273,20,256,5|10|15|20,completed,,,0.8056136
p1_ieee_access_upgrade_v2,0.60,24,GRU,7,109,8257,20,256,5|10|15|20,completed,,,0.5338921
p1_ieee_access_upgrade_v2,0.60,24,LSTM,7,109,10993,20,256,5|10|15|20,completed,,,0.5119003
p1_ieee_access_upgrade_v2,0.60,24,DLinear,7,109,106,20,256,5|10|15|20,completed,,,0.3737808
p1_ieee_access_upgrade_v2,0.60,24,TCN,7,109,28273,20,256,5|10|15|20,completed,,,0.818651
p1_ieee_access_upgrade_v2,0.60,24,GRU,8,127,8257,20,256,5|10|15|20,completed,,,0.5549406
p1_ieee_access_upgrade_v2,0.60,24,LSTM,8,127,10993,20,256,5|10|15|20,completed,,,0.5058978
p1_ieee_access_upgrade_v2,0.60,24,DLinear,8,127,106,20,256,5|10|15|20,completed,,,0.3765068
p1_ieee_access_upgrade_v2,0.60,24,TCN,8,127,28273,20,256,5|10|15|20,completed,,,0.8187434
p1_ieee_access_upgrade_v2,0.60,24,GRU,9,139,8257,20,256,5|10|15|20,completed,,,0.5930827
p1_ieee_access_upgrade_v2,0.60,24,LSTM,9,139,10993,20,256,5|10|15|20,completed,,,0.567835
p1_ieee_access_upgrade_v2,0.60,24,DLinear,9,139,106,20,256,5|10|15|20,completed,,,0.3752841
p1_ieee_access_upgrade_v2,0.60,24,TCN,9,139,28273,20,256,5|10|15|20,completed,,,0.8267855
p1_ieee_access_upgrade_v2,0.80,1,GRU,0,11,8257,20,256,5|10|15|20,completed,,,0.5318655
p1_ieee_access_upgrade_v2,0.80,1,LSTM,0,11,10993,20,256,5|10|15|20,completed,,,0.4993758
p1_ieee_access_upgrade_v2,0.80,1,DLinear,0,11,106,20,256,5|10|15|20,completed,,,0.3705382
p1_ieee_access_upgrade_v2,0.80,1,TCN,0,11,28273,20,256,5|10|15|20,completed,,,0.8159546
p1_ieee_access_upgrade_v2,0.80,1,GRU,1,23,8257,20,256,5|10|15|20,completed,,,0.6004245
p1_ieee_access_upgrade_v2,0.80,1,LSTM,1,23,10993,20,256,5|10|15|20,completed,,,0.5210769
p1_ieee_access_upgrade_v2,0.80,1,DLinear,1,23,106,20,256,5|10|15|20,completed,,,0.3738772
p1_ieee_access_upgrade_v2,0.80,1,TCN,1,23,28273,20,256,5|10|15|20,completed,,,0.8067954
p1_ieee_access_upgrade_v2,0.80,1,GRU,2,47,8257,20,256,5|10|15|20,completed,,,0.5270971
p1_ieee_access_upgrade_v2,0.80,1,LSTM,2,47,10993,20,256,5|10|15|20,completed,,,0.4955444
p1_ieee_access_upgrade_v2,0.80,1,DLinear,2,47,106,20,256,5|10|15|20,completed,,,0.3720505
p1_ieee_access_upgrade_v2,0.80,1,TCN,2,47,28273,20,256,5|10|15|20,completed,,,0.8056952
p1_ieee_access_upgrade_v2,0.80,1,GRU,3,59,8257,20,256,5|10|15|20,completed,,,0.5123304
p1_ieee_access_upgrade_v2,0.80,1,LSTM,3,59,10993,20,256,5|10|15|20,completed,,,0.5018364
p1_ieee_access_upgrade_v2,0.80,1,DLinear,3,59,106,20,256,5|10|15|20,completed,,,0.3696615
p1_ieee_access_upgrade_v2,0.80,1,TCN,3,59,28273,20,256,5|10|15|20,completed,,,0.8036665
p1_ieee_access_upgrade_v2,0.80,1,GRU,4,71,8257,20,256,5|10|15|20,completed,,,0.6437279
p1_ieee_access_upgrade_v2,0.80,1,LSTM,4,71,10993,20,256,5|10|15|20,completed,,,0.5761888
p1_ieee_access_upgrade_v2,0.80,1,DLinear,4,71,106,20,256,5|10|15|20,completed,,,0.3856729
p1_ieee_access_upgrade_v2,0.80,1,TCN,4,71,28273,20,256,5|10|15|20,completed,,,0.82431
p1_ieee_access_upgrade_v2,0.80,1,GRU,5,83,8257,20,256,5|10|15|20,completed,,,0.6159097
p1_ieee_access_upgrade_v2,0.80,1,LSTM,5,83,10993,20,256,5|10|15|20,completed,,,0.5863194
p1_ieee_access_upgrade_v2,0.80,1,DLinear,5,83,106,20,256,5|10|15|20,completed,,,0.3718833
p1_ieee_access_upgrade_v2,0.80,1,TCN,5,83,28273,20,256,5|10|15|20,completed,,,0.8241437
p1_ieee_access_upgrade_v2,0.80,1,GRU,6,97,8257,20,256,5|10|15|20,completed,,,0.6200146
p1_ieee_access_upgrade_v2,0.80,1,LSTM,6,97,10993,20,256,5|10|15|20,completed,,,0.5009629
p1_ieee_access_upgrade_v2,0.80,1,DLinear,6,97,106,20,256,5|10|15|20,completed,,,0.3829509
p1_ieee_access_upgrade_v2,0.80,1,TCN,6,97,28273,20,256,5|10|15|20,completed,,,0.8205024
p1_ieee_access_upgrade_v2,0.80,1,GRU,7,109,8257,20,256,5|10|15|20,completed,,,0.5210402
p1_ieee_access_upgrade_v2,0.80,1,LSTM,7,109,10993,20,256,5|10|15|20,completed,,,0.5024061
p1_ieee_access_upgrade_v2,0.80,1,DLinear,7,109,106,20,256,5|10|15|20,completed,,,0.3732467
p1_ieee_access_upgrade_v2,0.80,1,TCN,7,109,28273,20,256,5|10|15|20,completed,,,0.8226182
p1_ieee_access_upgrade_v2,0.80,1,GRU,8,127,8257,20,256,5|10|15|20,completed,,,0.5187305
p1_ieee_access_upgrade_v2,0.80,1,LSTM,8,127,10993,20,256,5|10|15|20,completed,,,0.5123813
p1_ieee_access_upgrade_v2,0.80,1,DLinear,8,127,106,20,256,5|10|15|20,completed,,,0.3860577
p1_ieee_access_upgrade_v2,0.80,1,TCN,8,127,28273,20,256,5|10|15|20,completed,,,0.8206404
p1_ieee_access_upgrade_v2,0.80,1,GRU,9,139,8257,20,256,5|10|15|20,completed,,,0.5246636
p1_ieee_access_upgrade_v2,0.80,1,LSTM,9,139,10993,20,256,5|10|15|20,completed,,,0.5070242
p1_ieee_access_upgrade_v2,0.80,1,DLinear,9,139,106,20,256,5|10|15|20,completed,,,0.3919309
p1_ieee_access_upgrade_v2,0.80,1,TCN,9,139,28273,20,256,5|10|15|20,completed,,,0.850701
p1_ieee_access_upgrade_v2,0.80,24,GRU,0,11,8257,20,256,5|10|15|20,completed,,,0.5197542
p1_ieee_access_upgrade_v2,0.80,24,LSTM,0,11,10993,20,256,5|10|15|20,completed,,,0.5094553
p1_ieee_access_upgrade_v2,0.80,24,DLinear,0,11,106,20,256,5|10|15|20,completed,,,0.3791333
p1_ieee_access_upgrade_v2,0.80,24,TCN,0,11,28273,20,256,5|10|15|20,completed,,,0.8080174
p1_ieee_access_upgrade_v2,0.80,24,GRU,1,23,8257,20,256,5|10|15|20,completed,,,0.5310467
p1_ieee_access_upgrade_v2,0.80,24,LSTM,1,23,10993,20,256,5|10|15|20,completed,,,0.4993553
p1_ieee_access_upgrade_v2,0.80,24,DLinear,1,23,106,20,256,5|10|15|20,completed,,,0.3730757
p1_ieee_access_upgrade_v2,0.80,24,TCN,1,23,28273,20,256,5|10|15|20,completed,,,0.8119948
p1_ieee_access_upgrade_v2,0.80,24,GRU,2,47,8257,20,256,5|10|15|20,completed,,,0.5162612
p1_ieee_access_upgrade_v2,0.80,24,LSTM,2,47,10993,20,256,5|10|15|20,completed,,,0.5032958
p1_ieee_access_upgrade_v2,0.80,24,DLinear,2,47,106,20,256,5|10|15|20,completed,,,0.3755645
p1_ieee_access_upgrade_v2,0.80,24,TCN,2,47,28273,20,256,5|10|15|20,completed,,,0.8374266
p1_ieee_access_upgrade_v2,0.80,24,GRU,3,59,8257,20,256,5|10|15|20,completed,,,0.5769186
p1_ieee_access_upgrade_v2,0.80,24,LSTM,3,59,10993,20,256,5|10|15|20,completed,,,0.7042573
p1_ieee_access_upgrade_v2,0.80,24,DLinear,3,59,106,20,256,5|10|15|20,completed,,,0.6629993
p1_ieee_access_upgrade_v2,0.80,24,TCN,3,59,28273,20,256,5|10|15|20,completed,,,1.1462191
p1_ieee_access_upgrade_v2,0.80,24,GRU,4,71,8257,20,256,5|10|15|20,completed,,,0.565726
p1_ieee_access_upgrade_v2,0.80,24,LSTM,4,71,10993,20,256,5|10|15|20,completed,,,0.8162164
p1_ieee_access_upgrade_v2,0.80,24,DLinear,4,71,106,20,256,5|10|15|20,completed,,,0.5131117
p1_ieee_access_upgrade_v2,0.80,24,TCN,4,71,28273,20,256,5|10|15|20,completed,,,0.8828428
p1_ieee_access_upgrade_v2,0.80,24,GRU,5,83,8257,20,256,5|10|15|20,completed,,,0.5237966
p1_ieee_access_upgrade_v2,0.80,24,LSTM,5,83,10993,20,256,5|10|15|20,completed,,,0.5228902
p1_ieee_access_upgrade_v2,0.80,24,DLinear,5,83,106,20,256,5|10|15|20,completed,,,0.393382
p1_ieee_access_upgrade_v2,0.80,24,TCN,5,83,28273,20,256,5|10|15|20,completed,,,0.8231017
p1_ieee_access_upgrade_v2,0.80,24,GRU,6,97,8257,20,256,5|10|15|20,completed,,,0.5266649
p1_ieee_access_upgrade_v2,0.80,24,LSTM,6,97,10993,20,256,5|10|15|20,completed,,,0.5109139
p1_ieee_access_upgrade_v2,0.80,24,DLinear,6,97,106,20,256,5|10|15|20,completed,,,0.3713484
p1_ieee_access_upgrade_v2,0.80,24,TCN,6,97,28273,20,256,5|10|15|20,completed,,,0.7989707
p1_ieee_access_upgrade_v2,0.80,24,GRU,7,109,8257,20,256,5|10|15|20,completed,,,0.5234132
p1_ieee_access_upgrade_v2,0.80,24,LSTM,7,109,10993,20,256,5|10|15|20,completed,,,0.5681106
p1_ieee_access_upgrade_v2,0.80,24,DLinear,7,109,106,20,256,5|10|15|20,completed,,,0.3775099
p1_ieee_access_upgrade_v2,0.80,24,TCN,7,109,28273,20,256,5|10|15|20,completed,,,0.8095459
p1_ieee_access_upgrade_v2,0.80,24,GRU,8,127,8257,20,256,5|10|15|20,completed,,,0.5100348
p1_ieee_access_upgrade_v2,0.80,24,LSTM,8,127,10993,20,256,5|10|15|20,completed,,,0.5071797
p1_ieee_access_upgrade_v2,0.80,24,DLinear,8,127,106,20,256,5|10|15|20,completed,,,0.3833355
p1_ieee_access_upgrade_v2,0.80,24,TCN,8,127,28273,20,256,5|10|15|20,completed,,,0.8087695
p1_ieee_access_upgrade_v2,0.80,24,GRU,9,139,8257,20,256,5|10|15|20,completed,,,0.5213729
p1_ieee_access_upgrade_v2,0.80,24,LSTM,9,139,10993,20,256,5|10|15|20,completed,,,0.5035298
p1_ieee_access_upgrade_v2,0.80,24,DLinear,9,139,106,20,256,5|10|15|20,completed,,,0.3701584
p1_ieee_access_upgrade_v2,0.80,24,TCN,9,139,28273,20,256,5|10|15|20,completed,,,0.8019927
