dataset,horizon_hours,method,method_role,seed,reconciliation,hierarchy_weighted_smape,leaf_smape,region_smape,system_smape,leaf_mae,region_mae,system_mae,coherence_violation,runtime_s,train_samples,test_samples,source_status
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,97,Bottom-Up,0.28585166,0.40715952,0.27329538,0.17710009,0.50896444,1.04541136,2.74397647,0.00000000,2.5845,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,97,Top-Down,0.35954671,0.55958947,0.34409886,0.17495181,0.69911617,1.31641080,2.70280726,0.00000000,2.5845,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,97,OLS-Reconciled,0.28375868,0.40486721,0.27221778,0.17419107,0.50795643,1.03915124,2.69543644,0.00000000,2.5845,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,109,Base,0.28916388,0.41589631,0.27520656,0.17638878,0.51689352,1.05249150,2.72865592,0.04250796,2.6189,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,109,Bottom-Up,0.29183556,0.41589631,0.27836460,0.18124578,0.51689352,1.06521002,2.81825341,0.00000000,2.6189,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,109,Top-Down,0.36072111,0.56093495,0.34483961,0.17638878,0.70244766,1.32286689,2.72865592,0.00000000,2.6189,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,109,OLS-Reconciled,0.28640057,0.40907099,0.27377310,0.17635761,0.50985155,1.04582119,2.73178334,0.00000000,2.6189,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,127,Base,0.29200633,0.41639933,0.27956079,0.18005885,0.51776494,1.06243218,2.75858171,0.04824707,2.5592,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,127,Bottom-Up,0.29125061,0.41639933,0.27833698,0.17901551,0.51776494,1.05970962,2.76410602,0.00000000,2.5592,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,127,Top-Down,0.36428631,0.56378328,0.34901681,0.18005885,0.70448224,1.33144688,2.75858171,0.00000000,2.5592,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,127,OLS-Reconciled,0.29238289,0.41783325,0.28050731,0.17880811,0.51875351,1.06243113,2.74429333,0.00000000,2.5592,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,139,Base,0.29429580,0.42018375,0.28222511,0.18047854,0.52346388,1.07013383,2.76223209,0.04064661,2.6025,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,139,Bottom-Up,0.29515143,0.42018375,0.28260504,0.18266550,0.52346388,1.07600323,2.82382131,0.00000000,2.6025,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,139,Top-Down,0.36496724,0.56502462,0.34939857,0.18047854,0.70585963,1.33305332,2.76223209,0.00000000,2.6025,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,HyG-LoadFormer (neural),proposed,139,OLS-Reconciled,0.29321834,0.41796455,0.28138518,0.18030530,0.51914078,1.06573498,2.76300035,0.00000000,2.6025,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EuclideanGraph (neural),ablation,11,Base,0.28515190,0.40953737,0.27206723,0.17385111,0.50823346,1.04023361,2.68909554,0.04509560,2.1415,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EuclideanGraph (neural),ablation,11,Bottom-Up,0.28582191,0.40953737,0.27268696,0.17524141,0.50823346,1.04143177,2.70895728,0.00000000,2.1415,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EuclideanGraph (neural),ablation,11,Top-Down,0.35840138,0.55856544,0.34278758,0.17385111,0.69778775,1.31234370,2.68909554,0.00000000,2.1415,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EuclideanGraph (neural),ablation,11,OLS-Reconciled,0.28394774,0.40675994,0.27184703,0.17323626,0.50693843,1.03744404,2.68253021,0.00000000,2.1415,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EuclideanGraph (neural),ablation,23,Base,0.29292554,0.41794497,0.27996011,0.18087153,0.51877307,1.06092546,2.76301746,0.04270762,2.1581,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EuclideanGraph (neural),ablation,23,Bottom-Up,0.29369752,0.41794497,0.28088575,0.18226183,0.51877307,1.06727082,2.80663386,0.00000000,2.1581,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EuclideanGraph (neural),ablation,23,Top-Down,0.36501152,0.56483642,0.34932663,0.18087153,0.70573349,1.33247207,2.76301746,0.00000000,2.1581,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
Ausgrid exact 12-leaf/4-region/system hierarchy,24,Ablation-EuclideanGraph (neural),ablation,23,OLS-Reconciled,0.29226827,0.41653675,0.27962860,0.18063948,0.51556736,1.05789799,2.76230842,0.00000000,2.1581,51692,133756,public_ausgrid_exact_hierarchy_v8_reconciliation
