paper,experiment_id,method,method_role,seed,hypervolume,feasible_front_size,compromise_cost_index,compromise_reliability,compromise_renewable,compromise_risk,portfolio_size,local_move_count,trace_event_count,decision_coverage,runtime_s,source_status
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,10,0.17636758,39,0.97501225,29.45962151,40.54708457,0.27584322,16,918,1238,1.00000000,0.046648,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,11,0.17625616,39,0.94600678,22.48793658,87.38643381,0.26080623,15,706,1026,0.96491228,0.046326,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,12,0.17404881,39,0.86383707,30.43284566,48.66503637,0.31034218,14,851,1171,1.00000000,0.048290,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,13,0.17539283,38,0.92033259,30.37944282,44.99825853,0.29793271,15,834,1154,0.95161290,0.047979,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,14,0.16701043,39,0.98342507,20.70875502,60.91678313,0.25869187,13,760,1080,0.98000000,0.046835,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,15,0.17164825,38,0.98713193,25.99876245,57.57630761,0.26606203,16,884,1204,1.00000000,0.047724,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,16,0.16981963,39,0.91562052,30.64109914,39.99516168,0.29526604,15,851,1171,1.00000000,0.047378,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,17,0.16941647,38,0.95222777,28.79573780,41.43356457,0.29023277,15,993,1313,0.98387097,0.048498,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,18,0.17884891,40,0.99935708,28.78796519,65.69325509,0.28334322,16,716,1036,0.98412698,0.046960,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,19,0.17199287,38,0.87007052,29.75055911,54.40207537,0.31147076,14,779,1099,0.98214286,0.046823,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,20,0.17457867,39,0.97938190,31.18199056,51.26055637,0.29009941,16,959,1279,1.00000000,0.047588,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,21,0.17580202,38,0.96397502,29.29682228,17.97190673,0.27433072,16,822,1142,0.98148148,0.047948,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,22,0.17365670,39,0.98553019,28.77733496,57.56276357,0.27683072,16,860,1180,0.96610169,0.048733,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,23,0.17640916,39,0.98633125,24.30472156,52.90563581,0.25180584,16,882,1202,0.98113208,0.047332,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,24,0.17566396,39,0.99396878,33.07327651,67.71626817,0.30435560,16,796,1116,1.00000000,0.047043,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,25,0.17469482,38,0.84304674,28.87351040,14.30390773,0.29119225,14,823,1143,0.94230769,0.047136,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,26,0.17770914,39,0.97688776,30.73303216,45.89089853,0.28858691,16,858,1178,0.98113208,0.046925,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,27,0.17274941,39,0.97422674,28.17945642,20.60000988,0.33894096,12,772,1092,0.98305085,0.047261,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,28,0.17419582,39,0.95500431,30.58840122,53.56855637,0.30543937,15,811,1131,0.98148148,0.046765,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,TRACE-MOEA,proposed,29,0.17285486,39,0.96541880,29.90611466,56.14119537,0.30649271,15,920,1240,1.00000000,0.048136,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,0,0.17366445,40,0.87037055,24.70203663,66.19080977,0.28114232,14,0,0,0.00000000,0.144689,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,1,0.17118008,40,0.96101676,26.66135449,20.40294861,0.28061375,14,0,0,0.00000000,0.085725,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,2,0.17103912,40,0.96336296,26.12531129,33.09801505,0.28519942,13,0,0,0.00000000,0.080216,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,3,0.17628350,40,0.97096158,27.46195809,22.36550961,0.26408703,16,0,0,0.00000000,0.082500,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,4,0.17285764,40,0.99216988,24.10217134,0.74976968,0.28129940,11,0,0,0.00000000,0.080430,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,5,0.17345937,40,0.91728812,29.44341238,0.91401088,0.29723781,13,0,0,0.00000000,0.080246,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,6,0.17193295,40,0.98276364,27.29754216,56.19062573,0.29556610,15,0,0,0.00000000,0.079853,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,7,0.17790378,40,0.98052088,29.24109720,37.14511825,0.28084322,16,0,0,0.00000000,0.084540,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,8,0.17075607,40,0.99866535,30.76832654,30.29300168,0.29161191,16,0,0,0.00000000,0.081499,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,9,0.17230705,40,0.95047781,23.51388716,48.45123581,0.26459289,15,0,0,0.00000000,0.080557,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,10,0.17212823,40,0.89481641,25.93475573,21.21923820,0.29326604,12,0,0,0.00000000,0.081179,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,11,0.17117656,40,0.97094501,29.45962151,29.22092457,0.27584322,16,0,0,0.00000000,0.081488,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,12,0.17255703,40,0.96035573,25.25040859,13.06939781,0.27137642,13,0,0,0.00000000,0.080124,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,13,0.17592534,40,0.89551606,26.99314906,3.51441377,0.28925660,14,0,0,0.00000000,0.081432,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,14,0.17146080,40,0.93079160,23.54263004,0.90610528,0.31622667,11,0,0,0.00000000,0.083123,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,15,0.17464040,40,0.98034130,24.10191184,45.35931049,0.27003524,14,0,0,0.00000000,0.081776,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,16,0.17262238,40,0.97230433,28.98641760,27.89396357,0.27683072,16,0,0,0.00000000,0.079522,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,17,0.17347825,40,0.95338641,26.29245966,42.58321177,0.27607950,15,0,0,0.00000000,0.081419,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,18,0.17380633,40,0.98338157,27.64926017,47.72914429,0.26809953,16,0,0,0.00000000,0.085459,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,19,0.17531544,40,0.93797779,26.50180609,31.93089177,0.28706096,13,0,0,0.00000000,0.081518,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,20,0.15887564,40,0.97952300,20.51747582,13.54117221,0.23399252,14,0,0,0.00000000,0.080798,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,21,0.17477610,40,0.98602468,27.14870461,5.00625377,0.28575950,15,0,0,0.00000000,0.081291,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,22,0.16879019,40,0.95266780,25.23056466,11.84257893,0.27137642,13,0,0,0.00000000,0.082195,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,23,0.17432239,40,0.89493298,24.35012649,3.12706528,0.26643795,13,0,0,0.00000000,0.078384,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,24,0.17495821,40,0.95081744,26.80759784,9.82937605,0.28398404,13,0,0,0.00000000,0.083702,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,25,0.17488520,40,0.78919398,27.66871760,32.22054673,0.30339166,13,0,0,0.00000000,0.083988,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,26,0.17348160,40,0.78286984,28.00066829,14.51400988,0.30031473,13,0,0,0.00000000,0.080891,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,27,0.17456861,40,0.93194501,28.59740964,57.04111825,0.28967277,15,0,0,0.00000000,0.079621,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,28,0.15391852,40,0.97139680,18.90901791,3.07920192,0.26338953,10,0,0,0.00000000,0.082670,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,NSGA-II,baseline,29,0.17411500,40,0.90438641,26.85678023,2.10453808,0.28276865,13,0,0,0.00000000,0.083245,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,0,0.02986418,4,0.05508621,0.32526118,0.44520000,0.14840000,1,0,0,0.00000000,0.326540,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,1,0.03859690,5,0.13100860,3.08938924,20.40888964,0.27454953,2,0,0,0.00000000,0.323415,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,2,0.02154208,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.312031,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,3,0.02154205,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.314833,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,4,0.03582650,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.319903,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,5,0.02154203,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.317625,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,6,0.02528606,3,0.05508621,0.32526118,0.44520000,0.14840000,1,0,0,0.00000000,0.318322,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,7,0.03582650,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.311274,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,8,0.02594911,4,0.05508621,0.32526118,0.44520000,0.14840000,1,0,0,0.00000000,0.315561,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,9,0.02154205,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.325098,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,10,0.02524531,3,0.05508621,0.32526118,0.44520000,0.14840000,1,0,0,0.00000000,0.323991,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,11,0.02154196,2,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.320940,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,12,0.02154199,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.323492,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,13,0.02154208,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.324173,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,14,0.02154208,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.325876,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,15,0.02294830,3,0.14237931,0.38111111,38.08747368,0.18840000,2,0,0,0.00000000,0.326803,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,16,0.02154196,2,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.327542,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,17,0.02594911,4,0.05508621,0.32526118,0.44520000,0.14840000,1,0,0,0.00000000,0.321643,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,18,0.02294832,3,0.14237931,0.38111111,38.08747368,0.18840000,2,0,0,0.00000000,0.323392,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,19,0.03582650,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.317921,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,20,0.02150123,2,0.07069483,0.19055556,17.68253684,0.18840000,1,0,0,0.00000000,0.321718,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,21,0.02524531,3,0.05508621,0.32526118,0.44520000,0.14840000,1,0,0,0.00000000,0.313252,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,22,0.02154196,2,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.318019,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,23,0.02154207,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.317537,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,24,0.02519759,3,0.05508621,0.32526118,0.44520000,0.14840000,1,0,0,0.00000000,0.324891,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,25,0.02438209,3,0.21307414,0.57166667,55.77001053,0.18840000,3,0,0,0.00000000,0.327858,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,26,0.02150123,2,0.07069483,0.19055556,17.68253684,0.18840000,1,0,0,0.00000000,0.318527,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,27,0.02154196,2,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.317755,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,28,0.03582650,3,0.07168448,0.19055556,20.40493684,0.18840000,1,0,0,0.00000000,0.318906,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,MOEA/D,baseline,29,0.02145355,2,0.06953621,0.19055556,14.49533684,0.18840000,1,0,0,0.00000000,0.321829,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,0,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000616,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,1,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000454,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,2,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000434,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,3,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000710,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,4,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000455,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,5,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000448,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,6,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000424,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,7,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000426,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,8,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000412,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,9,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000407,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,10,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000434,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,11,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000418,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,12,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000416,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,13,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000410,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,14,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000420,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,15,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000411,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,16,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000405,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,17,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000435,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,18,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000413,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,19,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000404,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,20,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000440,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,21,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000442,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,22,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000420,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,23,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000450,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,24,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000554,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,25,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000451,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,26,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000430,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,27,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000517,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,28,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000494,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,AHP-TOPSIS,baseline,29,0.13381786,1,0.99957564,38.94164280,0.05296752,0.34380627,14,0,0,0.00000000,0.000437,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,Weighted Sum,baseline,0,0.02801251,1,0.97029828,3.19303252,0.00000000,0.46000000,3,0,0,0.00000000,0.000343,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,Weighted Sum,baseline,1,0.02801251,1,0.97029828,3.19303252,0.00000000,0.46000000,3,0,0,0.00000000,0.000335,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,Weighted Sum,baseline,2,0.02801251,1,0.97029828,3.19303252,0.00000000,0.46000000,3,0,0,0.00000000,0.000325,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,Weighted Sum,baseline,3,0.02801251,1,0.97029828,3.19303252,0.00000000,0.46000000,3,0,0,0.00000000,0.000323,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,Weighted Sum,baseline,4,0.02801251,1,0.97029828,3.19303252,0.00000000,0.46000000,3,0,0,0.00000000,0.000328,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,Weighted Sum,baseline,5,0.02801251,1,0.97029828,3.19303252,0.00000000,0.46000000,3,0,0,0.00000000,0.000321,public_rts_simbench_nerc_project_review_v2_real_algorithms
p5,benchmark_portfolio_optimization,Weighted Sum,baseline,6,0.02801251,1,0.97029828,3.19303252,0.00000000,0.46000000,3,0,0,0.00000000,0.000315,public_rts_simbench_nerc_project_review_v2_real_algorithms
